ID	X_COORD	Y_COORD	EP_ID	STUDENT_COUNT
100001	23829	33631.3	200001	5
100002	8583.83	125060	200002	9
100003	49104.6	96100	200003	4
100004	53637.1	204033	200004	4
100005	179320	147915	200005	5
100006	2793.58	66297.9	200006	3
100007	50892.4	162246	200007	3
100008	77737.8	136465	200008	2
100009	42186.3	182849	200009	1
100010	78965.5	40623.2	200010	20
100011	37482.3	142668	200011	21
100012	40317.9	154558	200012	31
100013	38139	162812	200013	4
100014	48558.3	189209	200014	15
100015	193312	135298	200015	41
100016	37669.5	155364	200016	32
100017	92825.5	152625	200017	20
100018	79053.2	92853.6	200018	18
100019	57109.8	85049.1	200019	4
100020	41581.5	43402.9	200020	5
100021	67680.1	1542.68	200021	2
100022	75315.8	166233	200022	2
100023	41867.2	79181.4	200023	32
100024	31423.3	197929	200024	4
100025	41857.9	248.14	200025	4
100026	28208.3	117947	200012	1
100027	177640	160276	200005	28
100028	68465.9	172967	200002	4
100029	190924	106633	200005	5
100030	71097	150619	200016	4
100031	91544.8	170608	200017	2
100032	99287.5	174618	200014	1
100033	111602	17757.1	200021	37
100034	100479	46387.7	200020	26
100035	16174	298.59	200025	4
100036	58987.7	118922	200003	20
100037	18993.9	169163	200012	2
100038	179376	126223	200005	5
100039	118514	186578	200014	3
100040	17222.9	126347	200013	9
100041	80801.8	51487.8	200025	13
100042	62653.1	180200	200004	3
100043	192951	110408	200015	1
100044	17369.7	107996	200019	21
100045	137762	48679.8	200021	4
100046	180014	194750	200015	7
100047	184400	120166	200015	33
100048	204990	148576	200005	6
100049	38615.3	167753	200024	3
100050	76556.2	143723	200009	39
100051	168310	9802.59	200021	23
100052	45300.5	125383	200019	11
100053	56061.1	47177.8	200006	1
100054	82030.3	191034	200014	5
100055	38453	169823	200024	22
100056	12609.5	128837	200013	2
100057	51044.8	87108.6	200003	11
100058	204226	153117	200015	3
100059	143106	24643	200021	5
100060	5180.83	157995	200002	37
100061	70388.6	184877	200004	20
100062	210810	182449	200005	3
100063	69757.7	198889	200017	15
100064	117322	130976	200008	13
100065	83079.6	156558	200016	3
100066	190572	169310	200005	41
100067	36255.3	185712	200009	3
100068	172275	143825	200005	22
100069	94048.8	105225	200007	1
100070	122626	189575	200014	21
