ID	X_COORD	Y_COORD	EP_ID	STUDENT_COUNT
100001	64294.4	191267	200001	3
100002	123831	152054	200002	3
100003	52415.8	62806.7	200003	45
100004	205719	56720.4	200004	1
100005	98959.1	163815	200005	4
100006	189862	144214	200006	3
100007	192553	81606.3	200007	1
100008	181558	110535	200008	52
100009	18139	70254.8	200009	5
100010	174467	26887.7	200010	3
100011	84414.3	64481.1	200011	4
100012	145652	29009.7	200012	34
100013	48361.1	81072.6	200013	4
100014	200830	73634.1	200014	40
100015	175595	108205	200015	4
100016	710.7	123824	200016	5
100017	126444	63371.9	200017	29
100018	913.6	177947	200018	3
100019	140853	60411.4	200019	2
100020	71693.9	196141	200020	22
100021	139928	44540.3	200021	6
100022	44741.2	40575.5	200022	27
100023	190837	44916.1	200023	3
100024	29902.9	150331	200024	54
100025	22339.2	108185	200025	1
100026	5940.97	110791	200026	15
100027	11848.3	136357	200027	2
100028	91604.3	169530	200028	5
100029	11095.9	119873	200029	3
100030	58118.9	54326.2	200030	3
100031	53935.1	143624	200031	54
100032	205417	105128	200032	34
100033	134723	44958.9	200033	3
100034	127884	173736	200034	3
100035	2469.93	29324.7	200035	18
100036	192764	195745	200036	1
100037	188448	102845	200037	1
100038	105126	130808	200038	4
100039	136094	14950.8	200039	32
100040	111959	120598	200040	25
100041	178931	3890.24	200041	18
100042	52261.5	165989	200042	5
100043	92178.9	124690	200043	3
100044	15856.2	117813	200044	23
100045	57870	124277	200045	1
100046	174297	189544	200046	4
100047	78298.5	173142	200047	1
100048	58084.5	16162.7	200048	5
100049	52091.3	99082.1	200049	16
100050	188111	47221.2	200050	1
100051	37406.8	75381.4	200003	26
100052	81086.7	68229.1	200011	28
100053	86390.9	194085	200028	3
100054	179208	34313.5	200019	45
100055	187043	20674.4	200019	2
100056	149624	59877.2	200017	32
100057	48385.8	107856	200024	3
100058	68650.2	53134.2	200012	4
100059	12251.6	123597	200026	4
100060	69899.3	120611	200024	5
100061	142668	19933	200039	28
100062	196598	84507.4	200050	32
100063	149745	131097	200040	20
100064	174194	3638.8	200033	20
100065	74398.3	197924	200020	2
100066	129922	59682.6	200038	4
100067	152714	193371	200034	39
100068	17493.4	176669	200029	23
100069	186017	57092.6	200019	3
100070	207385	51167.7	200041	10
100071	71170.6	161751	200028	1
100072	174017	196734	200046	2
100073	150763	8863.5	200041	29
100074	65701.2	135762	200003	5
100075	12377.9	89835	200016	1
100076	73393.1	74555.1	200013	1
100077	116538	204976	200001	3
100078	145979	73115.7	200032	28
100079	47810.5	120665	200044	14
100080	35905.5	60476	200016	3
100081	19439.7	64642.1	200016	1
100082	161718	4669.75	200039	5
100083	87506.2	15005	200039	14
100084	94085.4	183790	200002	60
100085	78583.4	147267	200042	4
100086	77857.9	32168.3	200030	5
100087	182692	41018.3	200004	15
100088	195266	16341.2	200010	14
100089	36582.2	173478	200029	5
100090	168535	171955	200006	3
100091	155842	85602.4	200038	24
100092	197647	59170.2	200008	4
100093	14863.6	72604.6	200027	2
100094	11967.5	116292	200026	61
100095	24463.5	118057	200049	36
100096	113429	80968.6	200043	2
100097	210894	8606.54	200023	4
100098	102412	69732.2	200007	5
100099	192504	178070	200046	18
100100	175206	67954.8	200019	2
100101	174219	140795	200037	18
100102	94377.3	210039	200001	13
100103	119467	77458.4	200013	44
100104	98175.7	196983	200028	2
100105	184370	180206	200036	3
100106	165371	46519	200010	1
100107	96747.7	190727	200020	31
100108	150871	76836	200017	1
100109	42908.3	156812	200024	10
100110	90905.1	191529	200028	4
100111	24098.9	76898.5	200027	37
100112	205045	163519	200046	4
100113	193940	54481.1	200019	3
100114	203667	34875.3	200004	2
100115	128348	37595.8	200017	2
100116	52193.8	56998.7	200009	13
100117	54376.3	72343.3	200003	22
100118	100817	84044.8	200011	15
100119	200323	38734.7	200041	6
100120	55560.9	139440	200045	9
100121	190685	204800	200036	4
100122	75752.1	68539.7	200030	2
100123	2803.14	95720.8	200027	3
100124	119706	89641.8	200038	3
100125	55239.5	183986	200031	5
100126	187460	82606.6	200050	5
100127	191043	167610	200006	1
100128	112833	175498	200002	24
100129	199340	28900.4	200019	4
100130	173106	191156	200046	32
100131	47668.2	113006	200044	2
100132	74533.7	71885.4	200013	28
100133	59726.9	129298	200024	3
100134	198141	199056	200046	1
100135	51452.2	110156	200042	54
100136	164434	22562.7	200010	1
100137	40828.9	85431.1	200025	33
100138	13429.6	196531	200020	2
100139	172182	175660	200036	2
100140	52259.5	74792.9	200016	1
100141	7793.51	159401	200025	4
100142	208337	97514.6	200008	39
100143	182213	38780	200023	47
100144	206403	65562.2	200004	17
100145	173990	2269.64	200023	4
100146	88630.7	167540	200020	8
100147	79595.9	13491.4	200022	26
100148	96037	199811	200034	5
100149	3757.51	40946.3	200016	1
100150	144912	1590.92	200041	31
100151	55092.4	204428	200020	28
100152	104832	210113	200002	30
100153	73509.5	209089	200020	3
100154	184320	95931.4	200015	37
100155	182572	35439.9	200023	5
100156	188166	53967.1	200010	5
100157	9907.99	173417	200018	2
100158	209664	45126.8	200004	11
100159	6584.86	94538	200016	3
100160	206658	176871	200046	13
100161	127355	5208.8	200012	41
100162	61316	88734.4	200003	3
100163	205357	205324	200046	3
100164	19467.2	125453	200049	5
100165	127937	207757	200005	1
100166	18.18	70430.3	200027	14
100167	70851.9	123781	200025	6
100168	195928	4287.89	200041	4
100169	19572.7	150045	200031	37
100170	62009.2	56355.6	200011	6
100171	31363.8	184848	200047	66
100172	18266.7	190820	200042	1
100173	203300	191283	200046	36
100174	45290	117085	200031	5
100175	184567	37968.2	200021	1
100176	22876.3	153786	200018	2
100177	112433	182954	200020	4
100178	34751	152784	200045	29
100179	65928.9	89755.6	200030	5
100180	124326	96935.8	200032	48
100181	57561.3	184663	200020	4
100182	198126	69258.8	200014	64
100183	53253.8	127217	200031	4
100184	67246.8	205094	200028	45
100185	180768	32525.6	200010	4
100186	12630.7	81684.3	200009	5
100187	18008	137514	200045	10
100188	124872	69635.4	200038	31
100189	24865.8	10811.9	200048	32
100190	28518	19041.4	200035	13
100191	171602	63775.2	200050	57
100192	64750.4	175645	200024	3
100193	61465.2	69222.3	200003	2
100194	46009.6	132197	200025	3
100195	59301.4	120633	200003	6
100196	190826	120497	200008	19
100197	200605	113981	200050	28
100198	95437.9	206200	200047	5
100199	177845	63643.3	200050	1
100200	7221.79	19083.5	200048	1
100201	60822.1	56038.2	200030	39
100202	41873.9	149144	200025	1
100203	188855	60977	200004	32
100204	206675	15181.2	200023	23
100205	83521	153098	200047	2
100206	61960.9	80223.4	200009	7
100207	160688	128744	200007	5
100208	81751.2	194816	200028	3
100209	156603	152137	200046	39
100210	50855.8	166517	200049	4
100211	93208.2	185802	200002	1
100212	26584.2	90981.8	200016	3
100213	174817	135816	200015	20
100214	22068.3	101239	200009	3
100215	123381	119147	200040	4
100216	61882.3	35798.2	200003	34
100217	82294.9	209323	200028	21
100218	144008	75291.2	200007	3
100219	68177.7	197666	200001	3
100220	91856.8	29806.7	200012	30
100221	54134.3	199842	200042	36
100222	68280.7	136152	200049	43
100223	49175.8	187754	200029	19
100224	3237.52	110232	200026	2
100225	133214	100053	200032	17
100226	26454.9	166360	200018	6
100227	105964	53397.1	200021	50
100228	47635	51474.3	200011	1
100229	36966.1	15095.8	200048	2
100230	187534	68517.9	200050	3
100231	198161	112338	200008	1
100232	188865	121684	200032	31
100233	111938	52051.8	200012	3
100234	198955	90383.4	200037	16
100235	40839.8	79088.8	200027	29
100236	190875	209820	200036	1
100237	41313.7	164995	200029	5
100238	142647	96123.5	200043	1
100239	52524.1	82062.7	200003	5
100240	81229.3	163863	200047	5
100241	196108	112145	200008	20
100242	12140.9	46696.1	200030	16
100243	170425	199106	200036	1
100244	21947.4	166534	200018	47
100245	162568	107994	200037	51
100246	91585.3	208663	200047	39
100247	203128	208157	200036	40
100248	52279.7	183346	200047	26
100249	205476	191084	200006	1
100250	66667.5	96988.5	200030	18
100251	181854	93010.9	200019	5
100252	47846.9	102963	200031	5
100253	194173	103380	200037	32
100254	51276.1	76827.6	200009	2
100255	135276	29062.3	200010	4
100256	188746	197015	200006	5
100257	20299.7	77964.4	200009	61
100258	162761	62564.3	200015	2
100259	12136.6	154140	200031	4
100260	24468.5	42946.2	200030	32
100261	202924	1356.5	200041	31
100262	174468	79932.2	200050	9
100263	14418.8	122367	200049	5
100264	155724	8038.76	200021	33
100265	94581.3	194353	200028	4
100266	181521	58420.2	200014	5
100267	65775.9	129262	200024	1
100268	203345	26852.1	200041	5
100269	117905	123768	200040	3
100270	69980.3	177489	200005	1
100271	154573	47690.9	200004	15
100272	36891.4	145023	200044	26
100273	89583.7	116308	200040	58
100274	35376.1	151701	200042	4
100275	44176.1	140528	200031	1
100276	49192.4	131667	200031	4
100277	97472.5	6922.34	200022	35
100278	8523.09	137298	200024	5
100279	83256.1	170783	200020	5
100280	116285	122779	200040	2
100281	14032.1	39738	200048	16
100282	84947.1	167202	200005	6
100283	124043	4683.45	200012	22
100284	39422.6	137734	200049	28
100285	159180	188897	200046	1
100286	35517.7	16817.5	200048	51
100287	28064	154847	200045	6
100288	75525.3	194389	200047	2
100289	114897	25811.8	200012	10
100290	7906.32	170654	200018	1
100291	81296.9	181402	200005	5
100292	48533.9	171939	200028	6
100293	87842.6	185398	200047	5
100294	105215	156769	200005	8
100295	105828	132131	200040	4
100296	159168	13454.9	200033	4
100297	21471	168968	200018	11
100298	27032.4	6298.37	200048	4
100299	115805	142915	200040	15
100300	179923	48038.2	200010	19
100301	175603	29989.8	200007	3
100302	70903.9	21792.5	200030	2
100303	169962	176642	200046	3
100304	101081	16656.6	200039	5
100305	45071.9	116517	200044	2
100306	135333	67538	200013	3
100307	21406.9	104534	200027	5
100308	88952.3	69610.4	200011	55
100309	117895	16249.3	200039	2
100310	35701.9	187159	200049	2
100311	44496.9	188422	200020	5
100312	191951	200084	200046	2
100313	161910	23744.5	200023	1
100314	9442.29	39372.1	200035	5
100315	208098	69553.7	200014	21
100316	102519	110132	200032	4
100317	52680.2	139348	200026	3
100318	76644.9	13034.2	200013	48
100319	117404	8842.48	200039	12
100320	75246.4	31425.8	200012	66
100321	316.1	146756	200045	5
100322	22297.8	126243	200044	5
100323	122865	80936.8	200017	10
100324	139281	88895.4	200032	1
100325	39905.6	110212	200009	26
100326	68914.6	99402.6	200011	4
100327	142219	32480	200033	4
100328	117666	138351	200040	27
100329	152462	69733.7	200007	4
100330	20773.5	8252.63	200048	9
100331	156120	74687	200033	8
100332	22063.8	46950.5	200048	11
100333	125586	181657	200002	22
100334	9148.44	16968.8	200048	26
100335	72063.9	188518	200020	3
100336	40802.1	34471.3	200022	4
100337	180384	650.84	200041	3
100338	51421.9	497.79	200022	29
100339	63527	53884.3	200030	3
100340	41495.5	74711.8	200030	57
100341	27945.8	52170.4	200030	5
100342	36759.5	117656	200042	2
100343	121969	107706	200040	21
100344	24625.3	93089.5	200027	3
100345	105540	978.05	200012	6
100346	197935	66517.9	200014	2
100347	93636.6	127922	200024	35
100348	62044.9	14609	200022	27
100349	11685.6	56784.6	200035	5
100350	15436.2	207500	200018	9
100351	20772	135307	200025	38
100352	25210.1	11156.4	200048	53
100353	195009	24679.8	200004	1
100354	193903	21648.5	200023	5
100355	972.83	116246	200026	1
100356	45398.9	99579.7	200031	19
100357	14770.2	123497	200045	4
100358	6387.29	96690.9	200027	5
100359	142563	117619	200008	50
100360	24373.7	173079	200020	23
100361	93583.7	187317	200001	31
100362	16193.9	73068.4	200009	1
100363	188074	79504.4	200050	45
100364	133923	190830	200005	3
100365	83440.3	66626.7	200011	40
100366	207405	2055.72	200023	40
100367	161821	179956	200034	3
100368	113548	182557	200005	4
100369	110542	40208.6	200033	9
100370	175467	63270.3	200019	27
100371	103003	151141	200002	3
100372	74622.8	202509	200020	23
100373	167712	130961	200032	48
100374	49046.6	126005	200025	14
