ID	X_COORD	Y_COORD	EP_ID	STUDENT_COUNT
100001	168.07	118471	200001	16
100002	94111	71246.5	200002	4
100003	157859	112762	200003	33
100004	159591	99378.5	200004	18
100005	53006.9	88753.8	200005	18
100006	207267	89872.4	200006	32
100007	197675	111950	200006	4
100008	196638	107791	200004	18
100009	140189	113907	200004	9
100010	78429.9	118938	200002	2
100011	192003	103453	200006	34
100012	18909.1	106738	200005	23
100013	169376	158311	200003	24
100014	1402.62	64443.7	200005	5
100015	3050.03	77547.5	200005	5
100016	168823	193613	200003	40
100017	151754	116865	200004	5
100018	192126	51964.3	200006	1
100019	8761.19	91349	200005	9
100020	2822.62	42509.3	200005	6
100021	147718	149341	200003	19
100022	19652.5	76627.4	200005	23
100023	113344	124288	200004	3
100024	207047	83051.6	200006	5
100025	13929.5	138384	200001	47
100026	172135	154298	200003	31
100027	193334	52737.3	200006	1
100028	154380	96921.7	200004	16
100029	47004.4	60706.4	200005	2
100030	9993.71	119546	200001	2
100031	171564	156010	200003	8
100032	45142.2	55248.5	200005	3
100033	171939	91962.4	200004	3
100034	175357	107843	200006	26
100035	111520	121634	200002	1
100036	11791.5	109251	200001	1
100037	154936	132451	200003	27
100038	175937	157376	200003	34
100039	2951.11	121409	200001	34
100040	146935	95310.9	200006	5
100041	190039	151963	200003	30
100042	172681	180314	200003	43
100043	1018.68	60983	200001	4
100044	146796	128207	200004	2
100045	210906	98125.3	200006	3
100046	157317	155037	200003	2
100047	122801	102190	200002	7
100048	151398	134170	200002	42
100049	4118.56	103507	200001	16
100050	27934.8	110464	200005	18
100051	172240	85970.7	200006	3
100052	177245	110586	200006	5
100053	29730.5	101451	200005	19
100054	189943	121549	200006	1
100055	149401	157968	200004	3
100056	166188	100464	200004	3
100057	15958.3	115935	200001	2
100058	142319	140674	200003	34
100059	179076	93341.4	200006	10
100060	201996	50689.8	200006	21
100061	159214	154270	200003	4
100062	63012	92251.3	200005	13
100063	170536	163159	200003	13
100064	101770	117536	200004	4
100065	30417.7	72977	200005	4
100066	184342	99172.9	200006	37
100067	127227	114625	200002	4
100068	8617.96	110569	200001	1
100069	169005	153945	200003	1
100070	92825.8	71025.4	200002	2
100071	129244	97206.7	200004	17
100072	111807	104210	200002	4
100073	170820	182365	200003	3
100074	47751.9	60006.4	200005	49
100075	23137.3	73448.9	200005	20
100076	208564	45847.4	200006	1
100077	37160.7	117236	200005	4
100078	126466	93576.4	200002	25
100079	113802	80528.6	200002	5
100080	51565	110702	200001	2
100081	194380	120481	200006	47
100082	32782.4	38957.3	200005	17
100083	109471	61625.2	200002	17
100084	123138	101560	200002	45
100085	164995	72511.7	200004	3
100086	41467.7	56599	200005	40
100087	139.94	90747.4	200001	3
100088	117067	113739	200002	13
100089	202963	117980	200006	21
100090	201039	101117	200006	2
100091	132082	147847	200002	28
100092	19915	77961.5	200005	10
100093	4710.46	117437	200001	27
100094	190515	178882	200003	4
100095	192671	188569	200003	27
100096	185036	155464	200003	9
100097	25344.1	57808.4	200005	1
100098	168554	157358	200003	1
100099	109056	120402	200002	4
100100	207048	117896	200006	1
100101	209860	104744	200006	4
100102	28646.1	122564	200001	23
100103	194341	98467.6	200006	1
100104	170596	154855	200003	37
100105	145100	175567	200003	3
100106	191404	196341	200003	4
100107	169740	166728	200003	46
100108	148015	111579	200004	2
100109	149593	123639	200002	1
100110	7159.26	160774	200001	1
100111	160056	78590.7	200004	5
100112	15821.9	54635.4	200005	30
100113	156906	166614	200003	5
100114	204954	142915	200003	15
100115	122309	90137.7	200002	5
100116	19540.9	76730.4	200005	15
100117	121541	106075	200002	27
100118	43529.8	111265	200005	40
100119	19576.9	15376.4	200005	4
100120	6482.07	118491	200001	39
100121	15490.3	74303	200005	38
100122	201290	74544.1	200006	10
100123	118816	89945.6	200002	2
100124	18215	70721.7	200005	5
100125	143094	131780	200002	18
100126	181767	161908	200003	5
100127	132341	83422.1	200002	5
100128	7163.58	77617.3	200005	3
100129	108254	68682.4	200002	5
100130	112282	105289	200002	3
100131	205794	148061	200003	5
100132	114094	56513.6	200002	19
100133	153232	111724	200002	13
100134	836.87	124486	200001	23
100135	121818	106692	200002	12
100136	200907	139571	200003	24
100137	121392	117008	200002	42
100138	30758.8	119028	200001	27
100139	13124.5	86465.5	200001	40
100140	174183	161593	200003	5
100141	691.92	151311	200001	4
100142	150822	166146	200004	22
100143	168930	126584	200003	1
100144	152291	135709	200003	5
100145	198104	96930.9	200006	1
100146	3957.68	59433.6	200005	2
100147	140383	181500	200003	15
100148	206936	100157	200006	3
100149	180681	92886	200006	2
100150	8877.38	112387	200001	14
100151	139255	97014.8	200004	19
100152	200661	119841	200004	51
100153	196891	52604.6	200006	22
100154	138496	147413	200003	12
100155	21398.4	82673.6	200001	2
100156	171217	128973	200004	29
100157	206356	89965.5	200006	4
100158	118071	117259	200002	5
100159	209216	94707.3	200006	3
100160	104482	123489	200004	9
100161	178299	185017	200003	5
100162	126058	104764	200002	47
100163	30337.2	117674	200001	41
100164	125661	101536	200002	25
100165	173790	156209	200003	7
100166	25561.7	25942.4	200005	23
100167	156248	99222.1	200006	1
100168	26059	89738.9	200005	3
100169	17200.4	40426.3	200005	1
100170	30096.9	85705.5	200001	4
100171	26674.8	122869	200001	36
100172	206873	120326	200006	4
100173	31081.6	49988.1	200005	7
100174	84753.8	84209.9	200002	49
100175	116285	114113	200002	3
100176	135990	85876.1	200002	4
100177	11356	111267	200001	3
100178	153688	113795	200004	13
100179	113692	100912	200002	19
100180	28829.5	95432.9	200001	8
100181	156560	85997.8	200006	8
100182	158367	103607	200006	27
100183	4415.13	115754	200001	4
100184	96453.7	89947.1	200002	5
100185	201010	143079	200006	9
100186	180015	192447	200003	50
100187	3418.38	119554	200001	1
100188	25977.9	53519.4	200005	5
100189	27783.7	137220	200001	17
100190	171089	209400	200003	2
100191	168988	100897	200006	3
100192	7127.41	93576.9	200005	40
100193	178371	78559.5	200006	21
100194	22938.4	119439	200001	2
100195	25296.2	151928	200001	16
100196	192005	111984	200006	1
100197	200173	94130.2	200006	8
100198	88794.9	107916	200004	4
100199	167681	133406	200004	4
100200	159115	116638	200004	3
100201	45626.8	69312.3	200005	3
100202	197903	165371	200003	18
100203	174734	156312	200003	25
100204	141165	57430	200004	14
100205	30770.3	72974.7	200005	14
100206	872.63	155715	200001	5
100207	110835	65473	200002	5
100208	204018	101240	200006	41
100209	123037	160379	200003	8
100210	166244	79683.3	200006	2
100211	56648.1	121026	200001	12
100212	114652	124851	200004	42
100213	15273.5	87328.6	200001	40
100214	198048	121966	200004	23
100215	95965.5	74123.8	200002	5
100216	194086	80625	200006	7
100217	171204	155665	200003	8
100218	165148	149857	200004	1
100219	154870	107773	200004	3
100220	16716.4	63533.8	200005	10
100221	129683	122987	200004	39
100222	30071.8	103992	200001	3
100223	136908	109391	200004	4
100224	173474	157861	200003	15
100225	207563	104241	200006	21
100226	29028.3	94832.6	200005	9
100227	173527	99299.3	200003	48
100228	18923.8	140466	200001	45
100229	145280	101299	200004	8
100230	2431.01	116814	200001	1
100231	169646	161100	200003	5
100232	208244	84885.7	200006	38
100233	164519	179433	200003	23
100234	176229	185753	200003	2
100235	183483	167086	200003	5
100236	1859.98	101665	200005	4
100237	193747	89611.9	200006	11
100238	149958	108360	200004	4
100239	165097	72266.2	200004	2
100240	149470	152759	200004	22
100241	178368	166433	200003	1
100242	46242.2	105006	200005	2
100243	18207.4	30297.5	200005	2
100244	152466	68467.1	200002	4
100245	20497.5	75487.7	200005	1
100246	30312.1	112435	200001	3
100247	175190	101349	200002	3
100248	178786	168873	200003	1
100249	173544	155105	200003	2
100250	128585	124189	200002	28
