ID	X_COORD	Y_COORD	EP_ID	STUDENT_COUNT
100001	168917	51627.1	200001	2
100002	188344	132219	200002	3
100003	93981.1	78760.3	200003	19
100004	180906	114525	200004	3
100005	129529	14007.2	200005	1
100006	101108	13466.3	200006	5
100007	87744.3	199775	200007	3
100008	83345.2	116197	200008	30
100009	116381	134598	200009	3
100010	74465.3	19266.3	200010	56
100011	80961	193085	200011	7
100012	156168	105837	200012	5
100013	190335	198972	200013	22
100014	102759	207109	200014	38
100015	112866	39817.3	200015	17
100016	82627.9	168386	200016	1
100017	2344.54	176419	200017	4
100018	100886	106449	200018	5
100019	176835	74036	200019	5
100020	9535.34	86120.5	200020	1
100021	125266	65246.6	200021	2
100022	8574.63	156686	200022	3
100023	144438	151342	200023	20
100024	205753	185151	200024	40
100025	208389	143211	200025	4
100026	18041.7	151180	200017	1
100027	106130	81696.1	200021	61
100028	89813.9	27475.7	200005	21
100029	108773	177118	200014	20
100030	170471	127217	200004	4
100031	48288.1	12094.1	200005	34
100032	174444	193557	200013	60
100033	53168.9	199370	200011	32
100034	208721	138467	200023	4
100035	109493	171518	200007	25
100036	191477	121358	200004	39
100037	135209	80439.6	200019	4
100038	139191	130273	200012	2
100039	179096	196964	200013	3
100040	204964	135401	200004	20
100041	62727.9	116293	200009	5
100042	207409	174560	200024	5
100043	167985	65829	200019	1
100044	81199.4	202805	200016	3
100045	70060.4	47915.7	200015	2
100046	154262	197962	200013	4
100047	120022	198550	200016	1
100048	9264.63	203355	200011	25
100049	191072	205454	200013	1
100050	103359	157414	200014	15
100051	177235	91346.3	200019	2
100052	25831.2	167237	200017	16
100053	79118.8	156012	200009	1
100054	75306.2	19455.9	200010	21
100055	84756.6	160745	200008	2
100056	133559	87250.2	200001	16
100057	64618	77208.1	200020	29
100058	209577	188427	200024	1
100059	174317	22469.9	200006	27
100060	84745.4	37364.2	200003	27
100061	39.69	209169	200017	45
100062	205017	138999	200025	21
100063	134183	194468	200013	3
100064	151061	113104	200002	24
100065	41095.6	14314.4	200015	3
100066	26687.9	201413	200022	5
100067	163756	59748.5	200019	4
100068	77612.6	190455	200014	2
100069	73165.3	11836.2	200015	2
100070	206276	187254	200025	43
100071	189559	156039	200025	35
100072	183873	128252	200002	4
100073	399.87	91083.6	200020	1
100074	14882.2	184266	200022	7
100075	99849.1	179915	200016	1
100076	202850	137380	200004	3
100077	198387	62487.6	200019	20
100078	183843	48166.6	200001	4
100079	199555	193407	200013	5
100080	96161.3	174590	200016	11
100081	21892.1	186139	200017	20
100082	55525.7	188192	200016	4
100083	80646.5	205338	200014	2
100084	14735.3	204272	200017	44
100085	167787	73848.6	200001	3
100086	4024.63	145939	200022	1
100087	181801	139703	200012	34
100088	157833	105135	200002	2
100089	38213.2	159239	200017	5
100090	98805.8	160426	200014	19
100091	152336	130233	200012	7
100092	79232.7	206807	200014	50
100093	140838	108034	200021	15
100094	9550.05	180904	200017	1
100095	182387	168154	200013	2
100096	193516	155625	200023	6
100097	40349	116422	200020	4
100098	122622	24611.7	200003	15
100099	84163.7	202132	200014	1
100100	74037.4	8198.08	200005	4
100101	117114	10692	200006	26
100102	188041	172199	200024	43
100103	203604	137434	200004	5
100104	66671.8	206164	200011	41
100105	83392.2	10716.3	200015	20
100106	106650	5529.75	200005	13
100107	22792.2	173097	200022	4
100108	164967	175161	200024	54
100109	102840	196188	200007	37
100110	137143	18274.5	200010	44
100111	56849.6	18079.1	200005	3
100112	113681	42626.3	200006	2
100113	50245.7	38330.9	200005	7
100114	68681.7	175254	200011	5
100115	50095.1	209815	200011	3
100116	142982	11205.3	200006	4
100117	69865.3	55136.7	200010	4
100118	202387	191117	200024	3
100119	81781.3	204774	200014	41
100120	124746	84032.6	200001	4
100121	121461	16447.5	200006	1
100122	100869	21791.5	200015	30
100123	103113	46802.2	200003	19
100124	133624	211096	200014	2
100125	107184	67470.7	200021	5
100126	104110	15849.3	200015	26
100127	187391	151941	200023	32
100128	166352	143401	200025	3
100129	124448	78242.1	200021	1
100130	21622.9	192887	200017	13
100131	54615.7	203478	200017	4
100132	100994	70570.5	200003	5
100133	148130	141719	200002	21
100134	77876	7431.88	200015	40
100135	5631.05	164534	200022	1
100136	164927	165943	200013	30
100137	200907	176308	200024	55
100138	208564	161985	200013	3
100139	114208	106310	200002	2
100140	66195	22388.7	200015	3
100141	170574	140844	200004	5
100142	184676	165597	200023	54
100143	158414	72325.1	200021	5
100144	67755.3	40463.6	200005	3
100145	197557	170756	200024	1
100146	142421	38033.4	200001	55
100147	184891	102791	200004	18
100148	86795.9	160954	200008	41
100149	162728	210471	200013	10
100150	146302	53186.2	200001	4
100151	49629.9	199035	200011	4
100152	166940	139130	200012	5
100153	112191	183746	200014	1
100154	179832	55391.9	200001	25
100155	102041	172359	200009	44
100156	102630	192894	200007	4
100157	113560	70033.7	200021	4
100158	55642.6	145386	200009	47
100159	38231.3	207280	200011	10
