ID	X_COORD	Y_COORD	EP_ID	STUDENT_COUNT
100001	127896	107339	200001	46
100002	57574.2	187630	200002	1
100003	150225	61377.8	200003	28
100004	37727.9	159816	200004	2
100005	82850.8	202427	200005	5
100006	107506	137850	200006	27
100007	16826	122647	200007	58
100008	106801	79903.4	200008	38
100009	154191	110324	200009	44
100010	169385	68869.7	200010	39
100011	93845.3	7648.1	200011	3
100012	158962	96868.6	200012	8
100013	211139	27679.8	200013	61
100014	115284	199091	200014	39
100015	42171.7	171013	200015	21
100016	149360	67798.5	200016	17
100017	84001.6	132792	200017	8
100018	126264	110690	200018	4
100019	114008	137310	200019	3
100020	111419	203036	200020	36
100021	111450	23349.4	200021	7
100022	107188	169403	200022	3
100023	112067	186239	200023	22
100024	13574.4	94385.4	200024	1
100025	92253	192016	200025	4
100026	68362.4	169334	200026	63
100027	109282	2844.26	200027	5
100028	166793	129834	200028	3
100029	118195	122297	200029	4
100030	30669.5	178006	200030	34
100031	40443.1	187339	200031	13
100032	130539	91927	200032	4
100033	109523	200183	200033	9
100034	94910.3	30246.4	200034	66
100035	42847.9	200850	200035	1
100036	114991	102370	200036	4
100037	34016.7	65320.3	200037	50
100038	54783.1	157830	200038	5
100039	156175	65378.9	200039	33
100040	97252.3	136987	200040	2
100041	118549	23708.6	200041	5
100042	51191.9	79653.1	200042	1
100043	18341.8	184107	200043	1
100044	86387.7	4808.82	200044	13
100045	15561.6	159240	200045	1
100046	202556	29011.6	200046	58
100047	98543.8	193016	200047	28
100048	39438.5	119660	200048	2
100049	23969.7	115911	200049	1
100050	137510	71589.3	200050	1
100051	169611	52608.6	200008	5
100052	74326.9	206761	200040	40
100053	84588.7	14634.4	200027	4
100054	178694	146374	200010	5
100055	11611	86003.6	200042	4
100056	45601.2	186721	200038	54
100057	66780.1	167571	200043	3
100058	89758.2	12982.3	200021	3
100059	144333	92892.5	200009	2
100060	67811.9	89739.9	200048	1
100061	55991.9	110728	200009	1
100062	46211.8	189620	200038	24
100063	115435	47572.7	200011	2
100064	172955	144541	200012	1
100065	40512.5	109199	200038	3
100066	164948	84236.6	200001	1
100067	147844	63764.4	200008	4
100068	151011	23937.4	200021	5
100069	118205	67346.7	200017	21
100070	96421.1	76905.5	200036	1
100071	60906.2	93636.7	200042	5
100072	100906	73058.8	200036	1
100073	113758	200689	200002	43
100074	183716	51495.2	200039	24
100075	142127	64570.7	200016	17
