"bus_id","start_loc","end_loc","action","start_time","end_time"
1,900001,100095,"deadhead",03:52:58.518,04:33:31.065
1,100095,100095,"pickup",04:33:31.065,04:33:55.265
1,100095,100126,"travel",04:33:55.265,04:35:36.672
1,100126,100126,"pickup",04:35:36.672,04:38:08.272
1,100126,100373,"travel",04:38:08.272,04:45:36.673
1,100373,100373,"pickup",04:45:36.673,04:46:00.873
1,100373,100121,"travel",04:46:00.873,04:53:03.358
1,100121,100121,"pickup",04:53:03.358,04:53:45.758
1,100121,200003,"travel",04:53:45.758,05:07:25.6
1,200003,200003,"dropoff",05:07:25.6,05:10:00
1,200003,200003,"wait",05:10:00,06:07:34.16
1,200003,100135,"deadhead",06:07:34.16,06:40:14.991
1,100135,100135,"pickup",06:40:14.991,06:42:43.991
1,100135,100094,"travel",06:42:43.991,06:43:29.165
1,100094,100094,"pickup",06:43:29.165,06:44:01.165
1,100094,100123,"travel",06:44:01.165,06:50:15.783
1,100123,100123,"pickup",06:50:15.783,06:50:37.383
1,100123,100435,"travel",06:50:37.383,06:56:08.682
1,100435,100435,"pickup",06:56:08.682,06:56:32.882
1,100435,200007,"travel",06:56:32.882,07:22:25.6
1,200007,200007,"dropoff",07:22:25.6,07:25:00
1,200007,200007,"wait",07:25:00,08:47:31.601
1,200007,100497,"deadhead",08:47:31.601,09:30:48.745
1,100497,100497,"pickup",09:30:48.745,09:31:46.745
1,100497,100141,"travel",09:31:46.745,09:37:09.859
1,100141,100141,"pickup",09:37:09.859,09:37:31.459
1,100141,100442,"travel",09:37:31.459,09:54:08.959
1,100442,100442,"pickup",09:54:08.959,09:55:14.759
1,100442,200001,"travel",09:55:14.759,10:07:25.6
1,200001,200001,"dropoff",10:07:25.6,10:10:00
1,200001,900001,"deadhead",10:10:00,11:26:23.182
2,900001,100338,"deadhead",04:11:59.016,04:35:54.605
2,100338,100338,"pickup",04:35:54.605,04:36:16.205
2,100338,100255,"travel",04:36:16.205,04:38:56.953
2,100255,100255,"pickup",04:38:56.953,04:41:54.553
2,100255,200003,"travel",04:41:54.553,05:07:25.6
2,200003,200003,"dropoff",05:07:25.6,05:10:00
2,200003,200003,"wait",05:10:00,06:03:47.115
2,200003,100466,"deadhead",06:03:47.115,06:37:52.303
2,100466,100466,"pickup",06:37:52.303,06:38:13.903
2,100466,100434,"travel",06:38:13.903,06:45:11.786
2,100434,100434,"pickup",06:45:11.786,06:46:27.986
2,100434,100007,"travel",06:46:27.986,06:56:09.618
2,100007,100007,"pickup",06:56:09.618,06:57:18.018
2,100007,100378,"travel",06:57:18.018,07:04:18.959
2,100378,100378,"pickup",07:04:18.959,07:05:27.359
2,100378,200007,"travel",07:05:27.359,07:22:25.6
2,200007,200007,"dropoff",07:22:25.6,07:25:00
2,200007,200007,"wait",07:25:00,08:36:21.607
2,200007,100071,"deadhead",08:36:21.607,09:32:28.49
2,100071,100071,"pickup",09:32:28.49,09:35:15.69
2,100071,200018,"travel",09:35:15.69,09:52:25.6
2,200018,200018,"dropoff",09:52:25.6,09:55:00
2,200018,900001,"deadhead",09:55:00,11:20:50.165
3,900001,100493,"deadhead",03:55:54.07,04:30:48.786
3,100493,100493,"pickup",04:30:48.786,04:31:18.186
3,100493,100247,"travel",04:31:18.186,04:35:34.789
3,100247,100247,"pickup",04:35:34.789,04:37:03.989
3,100247,100163,"travel",04:37:03.989,04:39:51.648
3,100163,100163,"pickup",04:39:51.648,04:40:41.848
3,100163,100415,"travel",04:40:41.848,04:48:32.541
3,100415,100415,"pickup",04:48:32.541,04:48:54.141
3,100415,100316,"travel",04:48:54.141,04:56:29.22
3,100316,100316,"pickup",04:56:29.22,04:57:37.62
3,100316,200003,"travel",04:57:37.62,05:07:25.6
3,200003,200003,"dropoff",05:07:25.6,05:10:00
3,200003,200003,"wait",05:10:00,05:32:38.384
3,200003,100099,"deadhead",05:32:38.384,06:16:49.102
3,100099,100099,"pickup",06:16:49.102,06:17:39.302
3,100099,100398,"travel",06:17:39.302,06:28:38.245
3,100398,100398,"pickup",06:28:38.245,06:29:02.445
3,100398,100374,"travel",06:29:02.445,06:38:37.491
3,100374,100374,"pickup",06:38:37.491,06:38:59.091
3,100374,100060,"travel",06:38:59.091,06:44:00.792
3,100060,100060,"pickup",06:44:00.792,06:44:30.192
3,100060,200025,"travel",06:44:30.192,07:02:25.6
3,200025,200025,"dropoff",07:02:25.6,07:05:00
3,200025,200025,"wait",07:05:00,08:05:52.907
3,200025,100404,"deadhead",08:05:52.907,08:45:17.285
3,100404,100404,"pickup",08:45:17.285,08:45:38.885
3,100404,200012,"travel",08:45:38.885,09:17:25.6
3,200012,200012,"dropoff",09:17:25.6,09:20:00
3,200012,900001,"deadhead",09:20:00,10:17:35.911
4,900001,100289,"deadhead",04:05:30.459,04:31:37.915
4,100289,100289,"pickup",04:31:37.915,04:34:38.115
4,100289,100087,"travel",04:34:38.115,04:56:20.745
4,100087,100087,"pickup",04:56:20.745,04:56:50.145
4,100087,200003,"travel",04:56:50.145,05:07:25.6
4,200003,200003,"dropoff",05:07:25.6,05:10:00
4,200003,200003,"wait",05:10:00,06:07:08.681
4,200003,100298,"deadhead",06:07:08.681,06:39:53.558
4,100298,100298,"pickup",06:39:53.558,06:42:14.758
4,100298,100478,"travel",06:42:14.758,06:57:50.212
4,100478,100478,"pickup",06:57:50.212,06:58:17.012
4,100478,100063,"travel",06:58:17.012,07:00:15.956
4,100063,100063,"pickup",07:00:15.956,07:00:37.556
4,100063,100344,"travel",07:00:37.556,07:12:32.374
4,100344,100344,"pickup",07:12:32.374,07:13:01.774
4,100344,200007,"travel",07:13:01.774,07:22:25.6
4,200007,200007,"dropoff",07:22:25.6,07:25:00
4,200007,200007,"wait",07:25:00,08:33:12.839
4,200007,100252,"deadhead",08:33:12.839,10:00:59.966
4,100252,100252,"pickup",10:00:59.966,10:01:57.966
