"bus_id","start_loc","end_loc","action","start_time","end_time"
1,900001,100084,"deadhead",05:19:30.252,06:08:21.593
1,100084,100084,"pickup",06:08:21.593,06:08:43.193
1,100084,100025,"travel",06:08:43.193,06:12:51.525
1,100025,100025,"pickup",06:12:51.525,06:13:15.725
1,100025,100126,"travel",06:13:15.725,06:15:51.94
1,100126,100126,"pickup",06:15:51.94,06:16:13.54
1,100126,100075,"travel",06:16:13.54,06:19:42.214
1,100075,100075,"pickup",06:19:42.214,06:20:03.814
1,100075,100018,"travel",06:20:03.814,06:21:56.672
1,100018,100018,"pickup",06:21:56.672,06:22:20.872
1,100018,100207,"travel",06:22:20.872,06:26:45.431
1,100207,100207,"pickup",06:26:45.431,06:27:14.831
1,100207,100163,"travel",06:27:14.831,06:31:07.757
1,100163,100163,"pickup",06:31:07.757,06:31:29.357
1,100163,100062,"travel",06:31:29.357,06:33:27.567
1,100062,100062,"pickup",06:33:27.567,06:33:54.367
1,100062,100209,"travel",06:33:54.367,06:40:30.394
1,100209,100209,"pickup",06:40:30.394,06:42:54.194
1,100209,100210,"travel",06:42:54.194,06:47:23.666
1,100210,100210,"pickup",06:47:23.666,06:47:50.466
1,100210,200001,"travel",06:47:50.466,07:07:25.6
1,200001,200001,"dropoff",07:07:25.6,07:10:00
1,200001,900001,"deadhead",07:10:00,08:27:34.5
2,900001,100088,"deadhead",05:32:58.432,06:21:48.631
2,100088,100088,"pickup",06:21:48.631,06:22:12.831
2,100088,100199,"travel",06:22:12.831,06:25:53.77
2,100199,100199,"pickup",06:25:53.77,06:26:17.97
2,100199,100226,"travel",06:26:17.97,06:28:02.442
2,100226,100226,"pickup",06:28:02.442,06:28:34.442
2,100226,100009,"travel",06:28:34.442,06:30:56.277
2,100009,100009,"pickup",06:30:56.277,06:31:23.077
2,100009,100117,"travel",06:31:23.077,06:38:51.731
2,100117,100117,"pickup",06:38:51.731,06:39:21.131
2,100117,100172,"travel",06:39:21.131,06:46:18.305
2,100172,100172,"pickup",06:46:18.305,06:46:42.505
2,100172,100046,"travel",06:46:42.505,06:50:05.997
2,100046,100046,"pickup",06:50:05.997,06:51:50.797
2,100046,200001,"travel",06:51:50.797,07:07:25.6
2,200001,200001,"dropoff",07:07:25.6,07:10:00
2,200001,200001,"wait",07:10:00,08:20:28.054
2,200001,100054,"deadhead",08:20:28.054,08:40:01.729
2,100054,100054,"pickup",08:40:01.729,08:41:54.329
2,100054,100186,"travel",08:41:54.329,08:56:40.726
2,100186,100186,"pickup",08:56:40.726,08:57:10.126
2,100186,100026,"travel",08:57:10.126,08:59:33.755
2,100026,100026,"pickup",08:59:33.755,09:00:00.555
2,100026,100074,"travel",09:00:00.555,09:05:44.614
2,100074,100074,"pickup",09:05:44.614,09:06:08.814
2,100074,100015,"travel",09:06:08.814,09:12:44.684
2,100015,100015,"pickup",09:12:44.684,09:13:11.484
2,100015,100076,"travel",09:13:11.484,09:13:29.587
2,100076,100076,"pickup",09:13:29.587,09:14:32.787
2,100076,200003,"travel",09:14:32.787,09:42:25.6
2,200003,200003,"dropoff",09:42:25.6,09:45:00
2,200003,900001,"deadhead",09:45:00,10:55:12.876
3,900001,100140,"deadhead",05:34:18.709,06:22:00.76
3,100140,100140,"pickup",06:22:00.76,06:22:22.36
3,100140,100161,"travel",06:22:22.36,06:26:23.38
3,100161,100161,"pickup",06:26:23.38,06:29:15.78
3,100161,100240,"travel",06:29:15.78,06:33:37.11
3,100240,100240,"pickup",06:33:37.11,06:34:01.31
3,100240,100094,"travel",06:34:01.31,06:35:41.21
3,100094,100094,"pickup",06:35:41.21,06:36:10.61
3,100094,200001,"travel",06:36:10.61,07:07:25.6
3,200001,200001,"dropoff",07:07:25.6,07:10:00
3,200001,200001,"wait",07:10:00,09:02:51.017
3,200001,100145,"deadhead",09:02:51.017,09:44:58.132
