"bus_id","start_loc","end_loc","action","start_time","end_time"
1,900001,100333,"deadhead",03:14:23.123,03:43:30.077
1,100333,100333,"pickup",03:43:30.077,03:43:51.677
1,100333,100171,"travel",03:43:51.677,03:48:46.836
1,100171,100171,"pickup",03:48:46.836,03:49:18.836
1,100171,100377,"travel",03:49:18.836,04:00:04.382
1,100377,100377,"pickup",04:00:04.382,04:00:31.182
1,100377,100211,"travel",04:00:31.182,04:20:24.493
1,100211,100211,"pickup",04:20:24.493,04:20:46.093
1,100211,100441,"travel",04:20:46.093,04:38:54.469
1,100441,100441,"pickup",04:38:54.469,04:40:44.469
1,100441,200004,"travel",04:40:44.469,04:52:25.6
1,200004,200004,"dropoff",04:52:25.6,04:55:00
1,200004,200004,"wait",04:55:00,05:35:43.682
1,200004,100472,"deadhead",05:35:43.682,06:10:58.781
1,100472,100472,"pickup",06:10:58.781,06:12:30.581
1,100472,100133,"travel",06:12:30.581,06:24:13.273
1,100133,100133,"pickup",06:24:13.273,06:26:00.673
1,100133,200013,"travel",06:26:00.673,06:37:25.6
1,200013,200013,"dropoff",06:37:25.6,06:40:00
1,200013,200013,"wait",06:40:00,06:42:19.316
1,200013,100178,"deadhead",06:42:19.316,07:24:41.632
1,100178,100178,"pickup",07:24:41.632,07:26:26.432
1,100178,100070,"travel",07:26:26.432,07:35:33.489
1,100070,100070,"pickup",07:35:33.489,07:37:13.089
1,100070,200011,"travel",07:37:13.089,07:42:25.6
1,200011,200011,"dropoff",07:42:25.6,07:45:00
1,200011,200011,"wait",07:45:00,07:56:41.491
1,200011,100391,"deadhead",07:56:41.491,08:14:13.059
1,100391,100391,"pickup",08:14:13.059,08:16:08.259
1,100391,100275,"travel",08:16:08.259,08:23:56.259
1,100275,100275,"pickup",08:23:56.259,08:24:17.859
1,100275,100022,"travel",08:24:17.859,08:36:14.757
1,100022,100022,"pickup",08:36:14.757,08:36:44.157
1,100022,100231,"travel",08:36:44.157,08:59:21.568
1,100231,100231,"pickup",08:59:21.568,08:59:45.768
1,100231,100059,"travel",08:59:45.768,09:24:49.147
1,100059,100059,"pickup",09:24:49.147,09:25:18.547
1,100059,200022,"travel",09:25:18.547,09:37:25.6
1,200022,200022,"dropoff",09:37:25.6,09:40:00
1,200022,900001,"deadhead",09:40:00,10:11:58.268
2,900001,100408,"deadhead",02:52:27.616,03:52:13.359
2,100408,100408,"pickup",03:52:13.359,03:52:45.359
2,100408,100123,"travel",03:52:45.359,04:16:57.359
2,100123,100123,"pickup",04:16:57.359,04:18:18.759
2,100123,100481,"travel",04:18:18.759,04:25:48.251
2,100481,100481,"pickup",04:25:48.251,04:26:20.251
2,100481,100004,"travel",04:26:20.251,04:39:55.491
2,100004,100004,"pickup",04:39:55.491,04:40:32.691
2,100004,200004,"travel",04:40:32.691,04:52:25.6
2,200004,200004,"dropoff",04:52:25.6,04:55:00
2,200004,200004,"wait",04:55:00,05:58:22.705
2,200004,100055,"deadhead",05:58:22.705,06:18:26.195
2,100055,100055,"pickup",06:18:26.195,06:19:08.595
2,100055,100397,"travel",06:19:08.595,07:04:25.798
2,100397,100397,"pickup",07:04:25.798,07:04:47.398
2,100397,100460,"travel",07:04:47.398,07:35:21.42
2,100460,100460,"pickup",07:35:21.42,07:36:53.22
2,100460,100385,"travel",07:36:53.22,07:39:54.959
2,100385,100385,"pickup",07:39:54.959,07:41:26.759
2,100385,200011,"travel",07:41:26.759,07:42:25.6
2,200011,200011,"dropoff",07:42:25.6,07:45:00
2,200011,200011,"wait",07:45:00,07:58:25.42
2,200011,100428,"deadhead",07:58:25.42,08:11:05.886
2,100428,100428,"pickup",08:11:05.886,08:11:32.686
2,100428,100325,"travel",08:11:32.686,08:15:12.334
2,100325,100325,"pickup",08:15:12.334,08:16:36.334
2,100325,100005,"travel",08:16:36.334,08:29:27.027
2,100005,100005,"pickup",08:29:27.027,08:31:11.827
2,100005,200005,"travel",08:31:11.827,08:32:25.6
2,200005,200005,"dropoff",08:32:25.6,08:35:00
2,200005,200005,"wait",08:35:00,09:07:30.716
2,200005,100267,"deadhead",09:07:30.716,09:26:27.852
2,100267,100267,"pickup",09:26:27.852,09:26:54.652
2,100267,100199,"travel",09:26:54.652,09:41:05.561
2,100199,100199,"pickup",09:41:05.561,09:41:32.361
2,100199,100188,"travel",09:41:32.361,09:47:26.395
2,100188,100188,"pickup",09:47:26.395,09:47:47.995
2,100188,100253,"travel",09:47:47.995,09:51:20.927
2,100253,100253,"pickup",09:51:20.927,09:54:13.327
2,100253,200018,"travel",09:54:13.327,10:02:25.6
2,200018,200018,"dropoff",10:02:25.6,10:05:00
2,200018,900001,"deadhead",10:05:00,11:10:35.42
3,900001,100496,"deadhead",03:04:06.414,03:48:49.273
3,100496,100496,"pickup",03:48:49.273,03:51:28.673
3,100496,100488,"travel",03:51:28.673,04:03:07.908
3,100488,100488,"pickup",04:03:07.908,04:03:29.508
3,100488,100307,"travel",04:03:29.508,04:08:52.141
3,100307,100307,"pickup",04:08:52.141,04:09:24.141
3,100307,100176,"travel",04:09:24.141,04:17:49.324
3,100176,100176,"pickup",04:17:49.324,04:18:18.724
3,100176,200004,"travel",04:18:18.724,04:52:25.6
3,200004,200004,"dropoff",04:52:25.6,04:55:00
3,200004,200004,"wait",04:55:00,05:54:32.191
3,200004,100013,"deadhead",05:54:32.191,06:21:02.535
3,100013,100013,"pickup",06:21:02.535,06:22:00.535
3,100013,100476,"travel",06:22:00.535,06:26:49.943
3,100476,100476,"pickup",06:26:49.943,06:28:39.943
3,100476,100458,"travel",06:28:39.943,06:32:05.794
3,100458,100458,"pickup",06:32:05.794,06:32:29.994
3,100458,200013,"travel",06:32:29.994,06:37:25.6
3,200013,200013,"dropoff",06:37:25.6,06:40:00
3,200013,200013,"wait",06:40:00,06:55:20.348
3,200013,100424,"deadhead",06:55:20.348,07:40:35.368
3,100424,100424,"pickup",07:40:35.368,07:42:48.768
3,100424,100012,"travel",07:42:48.768,07:47:08.578
3,100012,100012,"pickup",07:47:08.578,07:47:32.778
3,100012,100387,"travel",07:47:32.778,07:53:42.869
3,100387,100387,"pickup",07:53:42.869,07:54:04.469
3,100387,100362,"travel",07:54:04.469,07:58:22.507
3,100362,100362,"pickup",07:58:22.507,07:59:12.707
3,100362,200012,"travel",07:59:12.707,08:02:25.6
3,200012,200012,"dropoff",08:02:25.6,08:05:00
3,200012,200012,"wait",08:05:00,08:39:43.206
3,200012,100151,"deadhead",08:39:43.206,09:08:18.786
3,100151,100151,"pickup",09:08:18.786,09:08:48.186
3,100151,100247,"travel",09:08:48.186,09:14:32.058
3,100247,100247,"pickup",09:14:32.058,09:14:58.858
3,100247,100321,"travel",09:14:58.858,09:33:21.406
3,100321,100321,"pickup",09:33:21.406,09:33:53.406
3,100321,100420,"travel",09:33:53.406,09:57:02.143
3,100420,100420,"pickup",09:57:02.143,09:57:34.143
3,100420,200003,"travel",09:57:34.143,10:07:25.6
3,200003,200003,"dropoff",10:07:25.6,10:10:00
3,200003,900001,"deadhead",10:10:00,11:30:41.172
4,900001,100416,"deadhead",03:31:10.398,04:35:48.767
4,100416,100416,"pickup",04:35:48.767,04:38:59.367
4,100416,200004,"travel",04:38:59.367,04:52:25.6
4,200004,200004,"dropoff",04:52:25.6,04:55:00
4,200004,200004,"wait",04:55:00,06:08:51.992
4,200004,100419,"deadhead",06:08:51.992,06:36:58.694
4,100419,100419,"pickup",06:36:58.694,06:39:53.694
4,100419,200007,"travel",06:39:53.694,06:47:25.6
4,200007,200007,"dropoff",06:47:25.6,06:50:00
4,200007,200007,"wait",06:50:00,07:40:12.287
4,200007,100273,"deadhead",07:40:12.287,08:24:01.726
4,100273,100273,"pickup",08:24:01.726,08:24:33.726
4,100273,100335,"travel",08:24:33.726,08:25:25.271
4,100335,100335,"pickup",08:25:25.271,08:25:54.671
4,100335,100074,"travel",08:25:54.671,08:42:37.22
4,100074,100074,"pickup",08:42:37.22,08:43:35.22
4,100074,100421,"travel",08:43:35.22,08:57:12.561
4,100421,100421,"pickup",08:57:12.561,08:58:46.961
4,100421,200014,"travel",08:58:46.961,09:12:25.6
4,200014,200014,"dropoff",09:12:25.6,09:15:00
4,200014,900001,"deadhead",09:15:00,10:19:51.467
5,900001,100160,"deadhead",03:23:52.227,04:01:41.512
5,100160,100160,"pickup",04:01:41.512,04:03:23.712
5,100160,100035,"travel",04:03:23.712,04:05:43.277
5,100035,100035,"pickup",04:05:43.277,04:06:10.077
5,100035,100417,"travel",04:06:10.077,04:17:57.048
5,100417,100417,"pickup",04:17:57.048,04:19:15.848
5,100417,100379,"travel",04:19:15.848,04:36:42.183
5,100379,100379,"pickup",04:36:42.183,04:37:14.183
5,100379,200004,"travel",04:37:14.183,04:52:25.6
5,200004,200004,"dropoff",04:52:25.6,04:55:00
5,200004,200004,"wait",04:55:00,05:37:35.568
5,200004,100170,"deadhead",05:37:35.568,06:16:04.136
5,100170,100170,"pickup",06:16:04.136,06:18:17.536
5,100170,100480,"travel",06:18:17.536,06:53:23.536
5,100480,100480,"pickup",06:53:23.536,06:53:55.536
5,100480,100226,"travel",06:53:55.536,07:09:02.968
5,100226,100226,"pickup",07:09:02.968,07:10:06.168
5,100226,200011,"travel",07:10:06.168,07:42:25.6
5,200011,200011,"dropoff",07:42:25.6,07:45:00
5,200011,200011,"wait",07:45:00,08:53:20.216
5,200011,100149,"deadhead",08:53:20.216,09:55:51.136
5,100149,100149,"pickup",09:55:51.136,09:59:01.736
5,100149,200023,"travel",09:59:01.736,10:17:25.6
5,200023,200023,"dropoff",10:17:25.6,10:20:00
5,200023,900001,"deadhead",10:20:00,12:17:43.977
6,900001,100264,"deadhead",05:08:51.117,06:14:16.989
6,100264,100264,"pickup",06:14:16.989,06:15:12.389
6,100264,100443,"travel",06:15:12.389,06:34:59.495
6,100443,100443,"pickup",06:34:59.495,06:36:57.295
6,100443,100203,"travel",06:36:57.295,06:39:12.016
6,100203,100203,"pickup",06:39:12.016,06:39:36.216
6,100203,200007,"travel",06:39:36.216,06:47:25.6
6,200007,200007,"dropoff",06:47:25.6,06:50:00
6,200007,200007,"wait",06:50:00,08:15:13.488
6,200007,100350,"deadhead",08:15:13.488,09:12:32.041
6,100350,100350,"pickup",09:12:32.041,09:12:58.841
6,100350,100298,"travel",09:12:58.841,09:19:20.238
6,100298,100298,"pickup",09:19:20.238,09:21:28.438
6,100298,100386,"travel",09:21:28.438,09:31:13.821
6,100386,100386,"pickup",09:31:13.821,09:32:04.021
6,100386,100456,"travel",09:32:04.021,09:40:40.093
6,100456,100456,"pickup",09:40:40.093,09:41:04.293
6,100456,200019,"travel",09:41:04.293,09:52:25.6
6,200019,200019,"dropoff",09:52:25.6,09:55:00
6,200019,900001,"deadhead",09:55:00,11:03:27.689
7,900001,100346,"deadhead",04:11:03.252,05:18:20.88
7,100346,100346,"pickup",05:18:20.88,05:18:50.28
7,100346,100007,"travel",05:18:50.28,05:33:39.729
7,100007,100007,"pickup",05:33:39.729,05:35:16.729
7,100007,100052,"travel",05:35:16.729,05:51:27.884
7,100052,100052,"pickup",05:51:27.884,05:51:57.284
7,100052,100164,"travel",05:51:57.284,06:06:39.369
7,100164,100164,"pickup",06:06:39.369,06:07:03.569
7,100164,100162,"travel",06:07:03.569,06:18:10.233
7,100162,100162,"pickup",06:18:10.233,06:18:34.433
7,100162,100136,"travel",06:18:34.433,06:29:48.243
7,100136,100136,"pickup",06:29:48.243,06:30:09.843
7,100136,200007,"travel",06:30:09.843,06:47:25.6
7,200007,200007,"dropoff",06:47:25.6,06:50:00
7,200007,200007,"wait",06:50:00,07:56:11.418
7,200007,100246,"deadhead",07:56:11.418,08:51:11.415
7,100246,100246,"pickup",08:51:11.415,08:51:40.815
7,100246,100117,"travel",08:51:40.815,08:57:37.508
7,100117,100117,"pickup",08:57:37.508,08:57:59.108
