"bus_id","start_loc","end_loc","action","start_time","end_time"
1,900001,100024,"deadhead",06:00:08.337,06:08:11.331
1,100024,100024,"pickup",06:08:11.331,06:10:24.731
1,100024,200002,"travel",06:10:24.731,06:27:25.6
1,200002,200002,"dropoff",06:27:25.6,06:30:00
1,200002,200002,"wait",06:30:00,07:02:41.667
1,200002,100197,"deadhead",07:02:41.667,08:04:17.728
1,100197,100197,"pickup",08:04:17.728,08:05:31.328
1,100197,100393,"travel",08:05:31.328,08:12:10.867
1,100393,100393,"pickup",08:12:10.867,08:12:35.067
1,100393,100109,"travel",08:12:35.067,08:33:38.35
1,100109,100109,"pickup",08:33:38.35,08:34:05.15
1,100109,200012,"travel",08:34:05.15,08:37:25.6
1,200012,200012,"dropoff",08:37:25.6,08:40:00
1,200012,900001,"deadhead",08:40:00,09:46:20.471
2,900001,100357,"deadhead",05:07:46.117,05:42:29.511
2,100357,100357,"pickup",05:42:29.511,05:44:09.111
2,100357,100233,"travel",05:44:09.111,05:47:52.867
2,100233,100233,"pickup",05:47:52.867,05:48:24.867
2,100233,100370,"travel",05:48:24.867,05:55:30.969
2,100370,100370,"pickup",05:55:30.969,05:56:00.369
2,100370,100451,"travel",05:56:00.369,06:02:01.003
2,100451,100451,"pickup",06:02:01.003,06:02:27.803
2,100451,100169,"travel",06:02:27.803,06:17:05.075
2,100169,100169,"pickup",06:17:05.075,06:17:57.875
2,100169,100154,"travel",06:17:57.875,06:24:19.55
2,100154,100154,"pickup",06:24:19.55,06:24:43.75
2,100154,200002,"travel",06:24:43.75,06:27:25.6
2,200002,200002,"dropoff",06:27:25.6,06:30:00
2,200002,200002,"wait",06:30:00,07:34:44.847
2,200002,100259,"deadhead",07:34:44.847,07:42:13.289
2,100259,100259,"pickup",07:42:13.289,07:42:42.689
2,100259,100387,"travel",07:42:42.689,07:56:32.87
2,100387,100387,"pickup",07:56:32.87,07:56:59.67
2,100387,100127,"travel",07:56:59.67,07:59:16.784
2,100127,100127,"pickup",07:59:16.784,07:59:38.384
2,100127,100022,"travel",07:59:38.384,08:03:55.975
2,100022,100022,"pickup",08:03:55.975,08:06:17.175
2,100022,100328,"travel",08:06:17.175,08:20:07.732
2,100328,100328,"pickup",08:20:07.732,08:20:34.532
2,100328,200010,"travel",08:20:34.532,08:22:25.6
2,200010,200010,"dropoff",08:22:25.6,08:25:00
2,200010,900001,"deadhead",08:25:00,08:51:58.773
3,900001,100495,"deadhead",05:09:35.142,05:43:04
3,100495,100495,"pickup",05:43:04,05:43:36
3,100495,100421,"travel",05:43:36,05:55:30.037
3,100421,100421,"pickup",05:55:30.037,05:56:35.837
3,100421,100414,"travel",05:56:35.837,06:01:50.803
3,100414,100414,"pickup",06:01:50.803,06:03:22.603
3,100414,200002,"travel",06:03:22.603,06:27:25.6
3,200002,200002,"dropoff",06:27:25.6,06:30:00
3,200002,200002,"wait",06:30:00,06:39:07.353
3,200002,100167,"deadhead",06:39:07.353,07:50:59.724
3,100167,100167,"pickup",07:50:59.724,07:51:23.924
3,100167,100385,"travel",07:51:23.924,08:02:37.741
3,100385,100385,"pickup",08:02:37.741,08:03:07.141
3,100385,100051,"travel",08:03:07.141,08:12:09.395
3,100051,100051,"pickup",08:12:09.395,08:13:02.195
3,100051,100257,"travel",08:13:02.195,08:18:13.13
3,100257,100257,"pickup",08:18:13.13,08:18:50.33
3,100257,100184,"travel",08:18:50.33,08:28:10.99
3,100184,100184,"pickup",08:28:10.99,08:28:35.19
3,100184,200011,"travel",08:28:35.19,08:32:25.6
3,200011,200011,"dropoff",08:32:25.6,08:35:00
3,200011,900001,"deadhead",08:35:00,09:53:40.091
4,900001,100149,"deadhead",05:15:10.233,05:42:37.812
4,100149,100149,"pickup",05:42:37.812,05:44:17.412
4,100149,100374,"travel",05:44:17.412,05:53:00.776
4,100374,100374,"pickup",05:53:00.776,05:53:35.376
4,100374,100119,"travel",05:53:35.376,06:00:21.774
4,100119,100119,"pickup",06:00:21.774,06:01:04.174
4,100119,100137,"travel",06:01:04.174,06:18:04.075
4,100137,100137,"pickup",06:18:04.075,06:19:04.675
