"bus_id","start_loc","end_loc","action","start_time","end_time"
1,900001,100970,"deadhead",03:32:34.762,04:28:00.075
1,100970,100970,"pickup",04:28:00.075,04:28:47.675
1,100970,100450,"travel",04:28:47.675,04:39:24.923
1,100450,100450,"pickup",04:39:24.923,04:39:51.723
1,100450,100911,"travel",04:39:51.723,05:06:04.943
1,100911,100911,"pickup",05:06:04.943,05:06:34.343
1,100911,100502,"travel",05:06:34.343,05:10:11.117
1,100502,100502,"pickup",05:10:11.117,05:10:37.917
1,100502,100856,"travel",05:10:37.917,05:12:01.798
1,100856,100856,"pickup",05:12:01.798,05:12:23.398
1,100856,200002,"travel",05:12:23.398,05:12:25.6
1,200002,200002,"dropoff",05:12:25.6,05:15:00
1,200002,200002,"wait",05:15:00,05:23:12.364
1,200002,100012,"deadhead",05:23:12.364,06:37:36.244
1,100012,100012,"pickup",06:37:36.244,06:39:41.844
1,100012,200012,"travel",06:39:41.844,07:12:25.6
1,200012,200012,"dropoff",07:12:25.6,07:15:00
1,200012,200012,"wait",07:15:00,07:15:59.68
1,200012,100468,"deadhead",07:15:59.68,08:11:26.942
1,100468,100468,"pickup",08:11:26.942,08:12:48.342
1,100468,100605,"travel",08:12:48.342,08:39:44.145
1,100605,100605,"pickup",08:39:44.145,08:40:13.545
1,100605,200026,"travel",08:40:13.545,08:47:25.6
1,200026,200026,"dropoff",08:47:25.6,08:50:00
1,200026,900001,"deadhead",08:50:00,09:19:33.692
2,900001,100646,"deadhead",03:28:33.884,04:34:57.153
2,100646,100646,"pickup",04:34:57.153,04:35:21.353
2,100646,100180,"travel",04:35:21.353,04:39:33.723
2,100180,100180,"pickup",04:39:33.723,04:40:34.323
2,100180,100542,"travel",04:40:34.323,04:49:03.787
2,100542,100542,"pickup",04:49:03.787,04:49:35.787
2,100542,100187,"travel",04:49:35.787,05:05:05.842
2,100187,100187,"pickup",05:05:05.842,05:06:24.642
2,100187,200002,"travel",05:06:24.642,05:12:25.6
2,200002,200002,"dropoff",05:12:25.6,05:15:00
2,200002,200002,"wait",05:15:00,07:02:35.983
2,200002,100984,"deadhead",07:02:35.983,07:18:53.959
2,100984,100984,"pickup",07:18:53.959,07:19:18.159
2,100984,100197,"travel",07:19:18.159,07:32:45.374
2,100197,100197,"pickup",07:32:45.374,07:34:19.774
2,100197,100339,"travel",07:34:19.774,07:38:31.982
2,100339,100339,"pickup",07:38:31.982,07:38:53.582
2,100339,100878,"travel",07:38:53.582,07:50:25.528
2,100878,100878,"pickup",07:50:25.528,07:50:47.128
2,100878,200036,"travel",07:50:47.128,07:57:25.6
2,200036,200036,"dropoff",07:57:25.6,08:00:00
2,200036,200036,"wait",08:00:00,08:26:55.434
2,200036,100218,"deadhead",08:26:55.434,09:06:34.185
2,100218,100218,"pickup",09:06:34.185,09:07:06.185
2,100218,200019,"travel",09:07:06.185,09:37:25.6
2,200019,200019,"dropoff",09:37:25.6,09:40:00
2,200019,900001,"deadhead",09:40:00,10:26:46.67
3,900001,100002,"deadhead",03:50:25.033,04:32:40.357
3,100002,100002,"pickup",04:32:40.357,04:33:07.157
3,100002,100778,"travel",04:33:07.157,04:39:44.756
3,100778,100778,"pickup",04:39:44.756,04:40:06.356
3,100778,100968,"travel",04:40:06.356,04:46:58.024
3,100968,100968,"pickup",04:46:58.024,04:47:30.024
3,100968,100575,"travel",04:47:30.024,04:50:11.441
3,100575,100575,"pickup",04:50:11.441,04:51:27.641
3,100575,100662,"travel",04:51:27.641,04:52:35.025
3,100662,100662,"pickup",04:52:35.025,04:53:01.825
3,100662,100997,"travel",04:53:01.825,04:55:16.014
3,100997,100997,"pickup",04:55:16.014,04:55:37.614
3,100997,100395,"travel",04:55:37.614,05:03:08.974
3,100395,100395,"pickup",05:03:08.974,05:03:38.374
3,100395,200002,"travel",05:03:38.374,05:12:25.6
3,200002,200002,"dropoff",05:12:25.6,05:15:00
3,200002,200002,"wait",05:15:00,06:54:17.126
3,200002,100226,"deadhead",06:54:17.126,07:29:27.861
3,100226,100226,"pickup",07:29:27.861,07:29:54.661
3,100226,100825,"travel",07:29:54.661,07:42:03.678
3,100825,100825,"pickup",07:42:03.678,07:42:35.678
3,100825,100351,"travel",07:42:35.678,07:58:11.252
3,100351,100351,"pickup",07:58:11.252,07:59:32.652
3,100351,100528,"travel",07:59:32.652,08:07:57.597
3,100528,100528,"pickup",08:07:57.597,08:09:42.397
3,100528,200022,"travel",08:09:42.397,08:12:25.6
3,200022,200022,"dropoff",08:12:25.6,08:15:00
3,200022,200022,"wait",08:15:00,08:46:41.88
3,200022,100745,"deadhead",08:46:41.88,09:46:17.726
3,100745,100745,"pickup",09:46:17.726,09:47:02.726
3,100745,100813,"travel",09:47:02.726,10:02:32.794
3,100813,100813,"pickup",10:02:32.794,10:02:59.594
3,100813,100325,"travel",10:02:59.594,10:04:36.641
3,100325,100325,"pickup",10:04:36.641,10:05:06.041
3,100325,100644,"travel",10:05:06.041,10:12:47.87
3,100644,100644,"pickup",10:12:47.87,10:14:53.47
3,100644,100523,"travel",10:14:53.47,10:17:44.525
3,100523,100523,"pickup",10:17:44.525,10:18:16.525
3,100523,200040,"travel",10:18:16.525,10:22:25.6
3,200040,200040,"dropoff",10:22:25.6,10:25:00
3,200040,900001,"deadhead",10:25:00,11:05:55.943
4,900001,100981,"deadhead",04:03:19.792,04:33:54.087
4,100981,100981,"pickup",04:33:54.087,04:34:46.887
4,100981,100544,"travel",04:34:46.887,04:45:51.49
4,100544,100544,"pickup",04:45:51.49,04:46:15.69
4,100544,200004,"travel",04:46:15.69,05:17:25.6
4,200004,200004,"dropoff",05:17:25.6,05:20:00
4,200004,200004,"wait",05:20:00,05:29:44.244
