ID	X_COORD	Y_COORD	EP_ID	STUDENT_COUNT
100001	90657.7	185425	200001	20
100002	88433.8	176234	200002	3
100003	196712	166108	200003	52
100004	184801	177228	200004	1
100005	70574.4	194270	200005	12
100006	110479	164162	200006	3
100007	67594	175646	200007	3
100008	120879	183291	200008	3
100009	135294	156698	200009	12
100010	65208.3	202507	200010	13
100011	143419	173214	200011	4
100012	95240.7	199649	200012	36
100013	202712	126938	200004	21
100014	71650.9	145534	200006	35
100015	191482	116962	200009	15
100016	169756	197237	200009	29
100017	201117	124983	200011	1
100018	136816	159826	200003	30
100019	160706	183144	200009	14
100020	178547	187385	200004	7
100021	182233	101357	200011	28
100022	181583	177577	200009	11
100023	195173	196363	200004	7
100024	161962	127628	200011	37
100025	149411	146070	200004	4
100026	185410	177987	200009	3
100027	201361	109806	200009	5
100028	199134	123308	200004	4
100029	101846	168263	200006	43
100030	181907	116055	200003	3
100031	76360.9	150025	200002	9
100032	167974	112290	200011	3
100033	176303	134970	200011	65
100034	189592	114146	200011	1
100035	64741.3	150385	200008	5
100036	56442.3	153741	200008	4
100037	151041	159398	200011	5
100038	182473	177605	200004	34
100039	188838	154173	200003	39
100040	50913.6	159378	200010	32
100041	68250.4	141965	200007	4
100042	149563	142817	200009	19
100043	108139	171987	200006	2
100044	77789.4	149980	200008	1
100045	209984	117529	200004	13
100046	170099	189185	200009	2
100047	67242.6	170422	200006	4
100048	186097	129595	200011	3
100049	191925	101615	200004	26
100050	101652	174501	200008	2
100051	174837	141282	200009	2
100052	186821	103093	200009	3
100053	156422	139374	200003	4
100054	191013	114617	200004	24
100055	179205	164438	200009	9
100056	185613	131664	200011	37
100057	150735	154724	200009	27
100058	78819.8	148856	200006	26
100059	197629	138598	200004	12
100060	189669	158844	200009	2
100061	189320	188132	200009	3
100062	206056	118423	200004	4
100063	79473.8	138917	200005	5
100064	163011	130390	200003	4
100065	167399	149355	200009	1
100066	78551.4	187624	200006	2
100067	71382.9	149832	200002	4
100068	163931	128623	200003	35
100069	189276	168054	200003	5
100070	94894	154659	200008	28
100071	190687	112966	200009	26
100072	128023	180109	200012	24
100073	209097	145172	200003	15
100074	162592	163166	200011	5
100075	81123.8	136875	200005	4
100076	195424	116529	200011	34
100077	164596	133592	200009	21
100078	171812	107395	200011	24
100079	112013	183372	200012	3
100080	202742	203289	200003	12
100081	181930	98660.7	200011	22
100082	160030	165991	200009	5
100083	76056.5	168279	200002	4
100084	63563.6	151302	200010	1
100085	205782	118884	200011	5
100086	197412	132060	200004	1
100087	76354.9	146045	200008	2
100088	206881	173826	200004	5
100089	146167	145970	200003	2
100090	205485	182997	200004	4
100091	176125	175439	200003	1
100092	171368	129924	200011	1
100093	69716.9	143810	200001	11
100094	192337	158055	200003	4
100095	178374	112598	200009	4
100096	166319	125529	200009	2
100097	188875	114256	200003	9
100098	168291	128707	200009	1
100099	185986	196334	200003	28
100100	193756	113524	200003	3
100101	91850.8	171248	200012	24
100102	183563	199776	200009	2
100103	197406	161464	200003	4
100104	184189	172466	200011	2
100105	158294	145178	200009	5
100106	183355	128946	200009	66
100107	164653	178399	200011	3
100108	64599.6	149613	200001	3
100109	187539	124274	200003	9
100110	197876	119871	200011	4
100111	76598.2	162982	200002	1
100112	179594	156634	200011	5
100113	177802	104204	200011	23
100114	186773	112996	200003	6
100115	181343	179836	200011	2
100116	193899	110896	200003	5
100117	183381	168257	200009	2
100118	157495	190534	200003	31
100119	79494.3	190997	200005	1
100120	205488	119992	200011	58
100121	177903	102142	200011	53
100122	209478	129052	200009	5
100123	109925	179382	200005	7
100124	170910	124345	200003	5
100125	65213.2	151735	200006	4
100126	173744	157055	200004	2
100127	179610	129164	200004	1
100128	168962	146945	200004	5
100129	177978	112996	200004	1
100130	102369	151379	200012	39
100131	185891	99345.6	200011	13
100132	183321	127459	200003	27
100133	209156	132251	200003	1
100134	192211	123911	200011	9
100135	208130	125301	200003	1
100136	77590	194080	200002	1
100137	97391.4	168703	200002	5
100138	176597	137951	200004	3
100139	63607	151564	200001	5
100140	204560	116096	200011	4
100141	179531	173832	200003	4
100142	177829	130188	200009	2
100143	183687	111471	200009	9
100144	96131.9	158204	200002	25
100145	83736	161239	200007	9
100146	165755	181068	200011	4
100147	194307	132093	200004	3
100148	88364.1	166055	200006	33
100149	186502	166615	200011	1
100150	191111	117824	200004	8
100151	189638	104635	200009	5
100152	185398	109306	200004	1
100153	204293	158671	200009	3
100154	80910.4	139149	200006	2
100155	193852	154422	200009	2
100156	79668	140811	200008	2
100157	192708	158005	200011	44
100158	170532	126509	200011	33
100159	191663	109852	200011	1
100160	154120	140405	200011	23
100161	181672	174627	200003	34
100162	198406	117308	200009	3
100163	169519	133850	200011	21
100164	169185	118529	200011	59
100165	163752	135368	200011	4
100166	182758	128693	200003	3
100167	207814	125734	200004	3
100168	181422	186585	200003	15
100169	84079.5	145763	200005	4
100170	189498	144324	200011	18
100171	149621	173536	200011	2
100172	131477	159225	200003	1
100173	185186	102800	200011	22
100174	199207	116149	200011	2
100175	185526	121847	200009	5
100176	75196.1	163296	200010	2
100177	72439.8	168795	200010	15
100178	112593	170239	200008	5
100179	201498	125505	200004	28
100180	202981	116970	200009	4
100181	164443	122780	200011	4
100182	199541	153972	200004	31
100183	62491.5	144811	200006	3
100184	165742	126548	200011	23
100185	187438	107289	200009	33
100186	81974.8	141370	200007	1
100187	203420	179841	200009	8
100188	193170	161436	200004	25
100189	198581	110631	200011	3
100190	117396	180608	200005	10
100191	143023	167432	200004	4
100192	157398	125251	200011	2
100193	191600	178611	200003	14
100194	200006	114994	200004	1
100195	116438	175385	200007	2
100196	164698	134370	200003	28
100197	145849	175847	200003	4
100198	194836	124260	200011	2
100199	150764	130146	200011	4
100200	185905	165642	200009	20
100201	157004	159049	200011	5
100202	185796	113199	200004	30
100203	200562	120726	200003	2
100204	55203.9	156112	200008	28
100205	88080.5	190080	200012	5
100206	200745	136253	200004	27
100207	171292	130553	200009	26
100208	196184	130381	200009	31
100209	165071	131711	200011	5
100210	77052.6	157317	200010	16
100211	84519.4	153793	200005	3
100212	202457	134482	200004	14
100213	149908	179744	200004	5
100214	136844	151401	200011	25
100215	186149	189509	200009	1
100216	70050.6	138979	200010	1
100217	177080	124974	200004	4
100218	58810.3	161224	200001	11
100219	140653	164865	200011	8
100220	193330	103136	200004	4
100221	152916	126736	200011	3
100222	194516	171524	200003	1
100223	125105	180705	200008	25
100224	186853	96980.8	200011	37
100225	99194.4	165740	200005	3
100226	141279	140662	200011	5
100227	172415	148948	200003	31
100228	210050	145747	200003	18
100229	182845	174031	200003	34
100230	109542	162853	200002	2
100231	188322	178143	200004	23
100232	200715	119461	200011	5
100233	116832	206363	200002	29
100234	182581	173487	200004	34
100235	191580	101512	200011	5
100236	195372	144421	200011	9
100237	160134	157198	200004	60
100238	174255	135646	200011	2
100239	55960.7	162640	200006	55
100240	181698	109305	200009	3
100241	191994	188335	200003	5
100242	74944.6	190964	200008	27
100243	207201	170581	200011	24
100244	202469	130580	200003	49
100245	171012	143405	200003	5
100246	75419.6	140018	200008	4
100247	203590	129571	200003	58
100248	191960	111205	200011	2
100249	117048	178711	200007	5
100250	55135.1	154700	200007	5
