ID	X_COORD	Y_COORD	EP_ID	STUDENT_COUNT
100001	110708	185632	200001	2
100002	159330	128383	200002	55
100003	124762	100052	200003	5
100004	80998.5	198998	200004	1
100005	135357	170827	200005	2
100006	159757	71701.3	200006	3
100007	26022.1	186332	200007	16
100008	92522.3	164678	200008	3
100009	194017	171406	200009	4
100010	15578.6	163057	200010	3
100011	12369.8	165434	200011	59
100012	73235.3	35402.4	200012	13
100013	129152	148618	200013	3
100014	83987	180786	200014	5
100015	209916	103675	200015	26
100016	176493	196994	200016	7
100017	96818.5	147590	200017	32
100018	88531.4	189983	200018	5
100019	115632	111090	200019	4
100020	79359.6	14936.7	200020	5
100021	166406	45968.6	200021	1
100022	209593	210424	200022	24
100023	176715	97108.6	200023	8
100024	71869.8	690.76	200024	4
100025	87592.4	42965.3	200025	14
100026	66891.2	203692	200026	50
100027	204791	130726	200027	5
100028	99736.9	186387	200028	17
100029	1465.31	206279	200029	5
100030	128008	202626	200030	5
100031	139252	23417.7	200031	2
100032	73712.5	58291	200032	66
100033	56615.9	90907.9	200033	5
100034	70003.3	36493.1	200034	3
100035	58764.8	53969	200035	40
100036	14455.4	151933	200036	57
100037	55994.8	185991	200037	1
100038	47994.1	22046.5	200038	5
100039	30365.9	93805.5	200039	2
100040	189610	53751.1	200040	5
100041	74302.6	173464	200041	5
100042	111562	97160.4	200042	49
100043	6030.78	105812	200043	5
100044	206672	21250.1	200044	5
100045	91376.3	22492.9	200045	2
100046	76554.1	18109.1	200046	22
100047	129738	163633	200047	2
100048	48201.3	169882	200048	4
100049	22882.4	171763	200049	4
100050	37110.4	77424.7	200050	5
100051	46928.2	25311.8	200051	52
100052	59859.3	158133	200052	8
100053	65270.6	84710.4	200053	40
100054	145263	175395	200054	4
100055	192745	92905.2	200055	41
100056	142481	141626	200056	5
100057	42379.7	41537.9	200057	2
100058	59806.3	187826	200058	33
100059	118106	6932.75	200059	19
100060	96979	189347	200060	1
100061	167671	186484	200061	44
100062	159302	114114	200062	7
100063	96327.8	53051.5	200063	4
100064	21917.5	88669.6	200064	34
100065	209558	6195.04	200065	22
100066	80894.2	120253	200066	5
100067	168433	75875.1	200067	5
100068	91810.8	171997	200068	2
100069	3641.72	127297	200069	1
100070	67627.2	26164.6	200070	2
100071	33609.3	202322	200071	18
100072	150717	196941	200072	5
100073	207623	200445	200073	2
100074	57639.9	31865.1	200074	1
100075	20216.8	19828.1	200075	1
100076	70087.1	123403	200076	56
100077	197408	51578.7	200077	4
100078	83039.9	112702	200078	12
100079	4277.59	563.25	200079	5
100080	32715.8	159553	200080	4
100081	88430	198573	200081	22
100082	21108.5	94226.4	200082	55
100083	130506	28022.3	200083	46
100084	53103.4	68779.9	200084	28
100085	80194.5	66684.4	200085	6
100086	57549.2	27977.8	200086	1
100087	143892	71843.8	200087	4
100088	199351	94751.7	200088	3
100089	38812	203635	200089	66
100090	89469.2	28310.8	200090	34
100091	158132	120607	200091	2
100092	146141	209412	200092	26
100093	68302.1	181579	200093	43
100094	171734	95215	200094	3
100095	71951.9	186260	200095	1
100096	103470	132051	200096	2
100097	42504.9	168136	200097	5
100098	185110	101400	200098	34
100099	132785	137522	200099	50
100100	166851	135771	200100	28
100101	92398.1	149060	200041	4
100102	101738	15237.1	200085	4
100103	40895.5	122107	200048	50
100104	17652.3	154058	200028	5
100105	71122.3	165837	200004	2
100106	25355.3	29487.9	200024	5
100107	83676.1	101748	200003	14
100108	92527.6	125906	200019	24
100109	164504	78089.3	200023	2
100110	80138.9	188329	200052	3
100111	67355.6	144736	200052	59
100112	37137	201505	200007	8
100113	208415	12955.7	200044	9
100114	151602	153164	200062	4
100115	78111.8	23166	200079	14
100116	202874	208986	200022	1
100117	38218	16554.1	200024	15
100118	161112	162533	200092	43
100119	162382	129644	200006	5
100120	198732	81796.6	200088	1
100121	24019.2	102044	200082	1
100122	60881	9350.92	200051	3
