ID	X_COORD	Y_COORD	EP_ID	STUDENT_COUNT
100001	78576.6	39073.4	200001	2
100002	105145	78491.5	200002	10
100003	209491	77562.6	200003	3
100004	150025	9765.87	200004	48
100005	75132.8	126688	200005	5
100006	163383	48261.3	200006	14
100007	50006.1	16381.4	200007	27
100008	162023	1593.46	200008	58
100009	134241	15734.7	200009	20
100010	65511.4	76125.8	200010	6
100011	11950.6	160015	200011	4
100012	23953.7	59248	200012	51
100013	153813	192620	200013	4
100014	179473	116668	200014	25
100015	41850.4	113053	200015	5
100016	104297	126690	200016	45
100017	126706	115726	200017	5
100018	36146	139568	200018	2
100019	91492.5	103766	200019	1
100020	132372	8724.57	200020	23
100021	117405	7478.77	200021	57
100022	149549	15325.5	200022	2
100023	1984.44	120530	200023	3
100024	64591.2	76754.5	200024	22
100025	119647	121803	200025	46
100026	97944.8	13912.9	200026	13
100027	90827.2	206554	200027	55
100028	64979.3	141741	200028	5
100029	60671.8	188690	200029	2
100030	60471.1	107050	200030	4
100031	26919.5	56330.2	200031	2
100032	156844	1776.56	200032	2
100033	75040.6	28507.5	200033	5
100034	115712	121304	200034	22
100035	204902	123625	200035	4
100036	50344.6	75007.9	200036	3
100037	100806	70294.6	200037	2
100038	164971	9391.45	200038	5
100039	125562	178010	200039	5
100040	96805.8	64455.3	200040	14
100041	96041.3	115067	200041	7
100042	147869	2981.42	200042	12
100043	116050	25174.5	200043	8
100044	145378	19585.6	200044	4
100045	148155	44754.1	200045	26
100046	53341	3837.52	200046	3
100047	90022.7	120100	200047	48
100048	64097.8	129464	200048	13
100049	73145.2	122464	200049	1
100050	146185	24507	200050	1
100051	197237	89162.9	200003	11
100052	48621.1	160013	200047	3
100053	96424.2	63962	200016	4
100054	154959	192462	200027	4
100055	97674.6	161149	200027	3
100056	171886	12048.9	200026	2
100057	136965	84468.9	200006	1
100058	74328.4	144731	200041	3
100059	172856	130337	200034	5
100060	31576.6	65741.6	200046	12
100061	93620.5	61797.2	200040	5
100062	110318	139904	200024	2
100063	124240	158235	200025	13
100064	41134.5	74179.4	200036	29
100065	67386.3	186672	200029	2
100066	148658	62487.7	200006	66
100067	122391	49195.7	200008	1
100068	110968	106459	200035	3
100069	18865.1	119321	200023	51
100070	41414.6	41953.8	200001	1
100071	89205.7	61422.7	200024	25
100072	156778	7215.87	200008	3
100073	67831.4	18033.2	200036	24
100074	52145.5	177861	200030	5
100075	68008.8	114894	200041	3
100076	141383	105447	200035	3
100077	127381	49846.3	200026	5
100078	56398.8	106283	200005	3
100079	146004	39023.5	200045	19
100080	155619	32742.5	200050	2
100081	6368.62	135349	200028	47
100082	100223	117522	200024	15
100083	61830.5	125708	200011	4
100084	164681	112535	200034	25
100085	125374	50517.1	200043	3
100086	172007	20242.2	200021	60
100087	189300	28544.7	200004	2
100088	117612	153084	200017	4
100089	190404	46916.6	200003	20
100090	132124	112654	200049	22
100091	104372	184090	200029	5
100092	49053.4	10717.6	200036	1
100093	115954	1829.82	200042	11
100094	119042	191286	200039	4
100095	85707.5	2701.45	200007	5
100096	157962	21465.3	200008	14
100097	152304	33806.2	200009	3
100098	87073.7	138798	200023	3
100099	173457	109117	200017	19
100100	137953	95564	200037	2
100101	43609.8	98991.4	200015	2
100102	155591	67984.9	200044	3
100103	108725	22025.7	200038	4
100104	178348	102316	200034	14
100105	153176	2117.68	200020	1
100106	17851.5	34378.6	200007	3
100107	141338	176188	200034	4
100108	100961	35668.2	200012	46
100109	44598.6	156149	200041	3
100110	86846.6	164678	200027	5
100111	124453	178670	200013	47
100112	33211.2	196848	200011	25
100113	147053	175690	200025	4
100114	151912	169944	200025	3
100115	179413	100025	200035	17
100116	142857	47281.4	200009	5
100117	144662	15848.8	200045	1
100118	63735.9	143192	200005	13
100119	84210.6	116559	200016	24
100120	141830	63106.5	200044	1
100121	207443	108520	200014	66
100122	165591	49443.9	200050	19
100123	74843.2	119470	200049	56
100124	118056	49371.1	200009	4
100125	177588	59981.1	200003	2
100126	60706.8	155632	200030	1
100127	72595	139856	200041	4
100128	125951	173008	200029	66
100129	92874.7	134503	200016	66
100130	74975.7	131278	200048	3
100131	191546	3131.31	200021	1
100132	77473.4	95803.7	200015	10
100133	38906.4	103436	200041	2
100134	104321	152572	200037	2
100135	107805	17140.8	200007	1
100136	186269	16538.6	200038	57
100137	136666	73922.2	200008	2
100138	150216	98030	200017	8
100139	186639	57211.3	200014	13
