ID	X_COORD	Y_COORD	EP_ID	STUDENT_COUNT
100001	76398.7	116202	200001	4
100002	176972	161366	200002	4
100003	83697.1	31172.7	200003	4
100004	94459.8	198234	200004	1
100005	85357.8	174637	200005	2
100006	131939	116891	200006	4
100007	62878.8	73649.4	200007	2
100008	11896.2	209310	200008	3
100009	50746.4	119657	200009	27
100010	83780.3	1422.33	200010	2
100011	23193	186308	200011	3
100012	83181.1	203950	200012	10
100013	151547	151639	200013	11
100014	58731.2	198170	200014	32
100015	105623	90842.9	200015	33
100016	113471	115287	200016	4
100017	68192.9	58699.7	200017	1
100018	110723	134228	200018	4
100019	20783.6	200638	200019	1
100020	92869.7	108192	200020	5
100021	1908.03	174460	200021	4
100022	39387.6	99456.8	200022	3
100023	87969.9	152741	200023	3
100024	94843.6	149557	200024	2
100025	102490	200753	200025	10
100026	86359.6	91549.6	200026	5
100027	26255.3	205367	200027	1
100028	101180	38941.9	200028	19
100029	126355	61967.5	200029	2
100030	169653	52405.6	200030	38
100031	12775.3	168263	200031	2
100032	22584.4	183708	200032	29
100033	88726.1	98609.8	200033	5
100034	35483.9	131365	200034	2
100035	170949	70907.6	200035	12
100036	99209	127224	200036	4
100037	116522	51769.5	200037	11
100038	62494.5	17302.2	200038	1
100039	9569.17	207675	200039	2
100040	132935	82578.2	200040	2
100041	82043.7	85228.9	200041	12
100042	106254	129868	200042	6
100043	104521	124152	200043	5
100044	50379.1	206769	200044	15
100045	60629.3	155546	200045	37
100046	83583.6	75648.4	200046	4
100047	3809.98	69036.5	200047	43
100048	23567	174276	200048	4
100049	92770.3	124449	200049	5
100050	166221	49792.9	200050	3
100051	67514.3	35342.5	200051	5
100052	65167.8	89175.7	200052	3
100053	2989.71	105691	200053	5
100054	36842.4	158177	200054	61
100055	63159	57816.7	200055	2
100056	193152	131037	200056	28
100057	20078.7	206721	200057	32
100058	41722.9	12114.5	200058	4
100059	125705	112429	200059	26
100060	133510	58460.3	200060	63
100061	77674.4	137751	200061	19
100062	93240.5	46441.4	200062	4
100063	106078	34674.1	200063	3
100064	70818.5	66354.7	200064	5
100065	93352.7	62668.9	200065	5
100066	79608.5	31036.9	200066	2
100067	71544.6	42015.4	200067	16
100068	58178.1	61485.8	200068	4
100069	85705.6	135715	200069	39
100070	44974.5	155378	200070	1
100071	79575.1	77911.8	200071	11
100072	60953.3	87470.9	200072	4
100073	25810.5	40893.6	200073	5
100074	8752.12	187502	200074	4
100075	135196	34663.9	200075	2
100076	95109.1	89031.9	200076	3
100077	68662	122542	200077	25
100078	121352	67840.4	200078	3
100079	69752.2	58094.1	200079	5
100080	65692.8	198009	200080	38
100081	41427.6	175054	200081	1
100082	2126.62	23949.9	200082	5
100083	62484.6	9914.91	200083	4
100084	12499.6	163273	200084	5
100085	6410.35	44809.8	200085	41
100086	47411.2	155150	200086	1
100087	59257.7	119331	200087	5
100088	124467	37520.4	200088	19
100089	189823	36119.9	200089	11
100090	127686	181630	200090	5
100091	10679.8	204530	200091	2
100092	80257.4	173633	200092	47
100093	169525	197900	200093	3
100094	86014.2	147787	200094	4
100095	105321	76176	200095	13
100096	73483.4	380.92	200096	29
100097	204090	111608	200097	5
100098	115897	65317.7	200098	5
100099	36452	190721	200099	5
100100	60558.4	181098	200100	5
100101	80956.3	50033.6	200076	1
100102	49027.7	21399.5	200072	9
100103	84406.5	114447	200054	3
100104	47057.4	123860	200018	1
100105	57338.4	94059	200087	3
100106	205436	102120	200097	8
100107	74173.6	162616	200023	7
100108	72053.3	63257.6	200087	15
100109	110192	126576	200006	7
100110	39097.4	18731	200055	1
100111	78289.5	55310.9	200098	39
100112	126182	41689.8	200078	1
100113	165605	132530	200042	3
100114	96298.5	82384.7	200079	4
100115	111188	173721	200094	13
100116	159762	136036	200090	37
100117	163156	161547	200002	4
100118	39930.6	165572	200022	17
100119	4661.71	41804.8	200046	13
100120	35923	36105.7	200055	3
100121	62687.6	176388	200100	4
100122	53626.7	103634	200087	3
100123	80074.1	43786.5	200020	4
100124	126100	44340.6	200060	3
100125	193808	124358	200056	9
100126	200634	145475	200056	1
100127	112988	163356	200059	3
100128	168682	121091	200035	17
100129	72839.6	145114	200009	38
100130	4185.25	39281.8	200085	37
100131	79888.1	152544	200086	6
100132	156605	173396	200059	2
100133	33297.2	28214.7	200058	5
100134	146616	179940	200100	42
100135	20464.8	168981	200044	3
100136	29130.9	44465.6	200058	5
100137	65962.4	173458	200024	54
100138	47277.2	24352.8	200067	2
100139	41877.3	133409	200009	3
100140	114179	86548.8	200016	4
100141	154154	54482.4	200088	2
100142	169908	62527	200098	4
100143	139702	123018	200005	5
100144	38181.1	197219	200044	5
100145	73639.1	40551	200072	3
100146	165414	169524	200093	22
100147	127327	54828.9	200062	1
100148	158779	80263.9	200029	15
100149	54159.8	96084.1	200003	4
100150	168792	50994.1	200060	1
100151	18611.7	14356.9	200051	1
100152	119533	160101	200080	3
100153	125197	94205.8	200075	18
100154	203578	48508.3	200097	1
100155	190390	40587.8	200035	3
100156	189232	83437.9	200035	47
100157	145108	56234.8	200063	5
100158	63533.5	168910	200045	15
100159	140460	102539	200075	18
100160	149114	206439	200093	26
100161	158065	70994.6	200050	22
100162	185404	114600	200040	43
100163	135811	109066	200033	5
100164	116838	61304.7	200098	2
100165	121952	177372	200004	4
100166	51818.3	208918	200025	7
100167	118667	186480	200002	18
100168	168269	161149	200002	2
100169	38267.5	124190	200011	6
100170	149942	185593	200090	16
100171	49235.7	62075.1	200079	45
100172	152745	82651.7	200075	3
100173	121049	120040	200059	26
100174	171029	57367.6	200037	1
100175	154341	178549	200100	32
100176	120700	208142	200013	32
100177	56291.4	15459.7	200064	4
100178	210511	72730	200050	11
100179	180522	103923	200056	2
100180	53609.9	6448.56	200067	20
100181	76805.7	80026.8	200079	46
100182	142540	46957.8	200037	7
100183	145490	146576	200049	2
100184	59332.1	114284	200034	1
100185	123394	54889.6	200015	5
100186	71417.5	121852	200045	1
100187	72391.1	122096	200076	18
100188	110947	133903	200022	3
100189	51399.9	84484.8	200071	12
100190	129404	123756	200015	1
100191	102773	96692.7	200095	17
100192	17130	72034.3	200047	19
100193	37518.4	196083	200048	20
100194	50535.7	104676	200087	21
100195	159541	129984	200013	5
100196	140357	151760	200018	2
100197	115718	45287.4	200068	4
100198	146972	90334	200020	31
100199	11009	153739	200091	26
100200	135488	152197	200004	5
100201	120321	208372	200059	15
100202	147424	82771.4	200075	3
100203	80898.7	51985.9	200078	10
100204	189102	21520.5	200050	14
100205	57863.2	35860.2	200083	2
100206	80083.6	3138.93	200096	12
100207	125615	100147	200059	8
100208	42487.2	52301.3	200026	5
100209	89275.8	131740	200061	7
100210	12144.8	92298	200053	2
100211	35764.8	142389	200009	1
100212	91440.8	92242.1	200063	17
100213	150702	137453	200006	21
100214	118300	93081.8	200029	5
100215	104300	111187	200043	4
100216	68691.4	122809	200077	3
