ID	X_COORD	Y_COORD	EP_ID	STUDENT_COUNT
100001	206980	177261	200001	4
100002	81892.9	135552	200002	3
100003	148553	87431.3	200003	2
100004	78892.6	161052	200004	26
100005	205781	16382.6	200005	13
100006	87814.5	91341.3	200006	4
100007	20052.7	89431.1	200007	42
100008	179377	79293.9	200008	3
100009	165206	160904	200009	2
100010	131647	127513	200010	17
100011	39709.9	29624.8	200011	49
100012	164016	7956.91	200012	5
100013	159799	72727.9	200003	33
100014	66150.9	135545	200004	12
100015	157732	145131	200003	2
100016	46903.6	74964.7	200007	2
100017	166753	88619.4	200003	5
100018	139584	188624	200001	24
100019	106721	190211	200004	3
100020	160732	162337	200009	10
100021	130778	97792.8	200006	66
100022	101532	129643	200010	47
100023	206345	179190	200001	26
100024	99640.2	113808	200002	44
100025	161735	171363	200001	5
100026	126913	164676	200004	27
100027	175985	112564	200008	4
100028	18716.8	48982.1	200007	2
100029	168212	119461	200003	34
100030	57776.1	63197.4	200006	5
100031	207270	61354.4	200008	17
100032	194830	145020	200008	36
100033	158648	122005	200008	3
100034	47643.5	26451.8	200007	4
100035	62814.4	146559	200004	5
100036	192363	72890.7	200008	6
100037	178561	76006.1	200008	43
100038	118430	100069	200002	1
100039	209055	12027.8	200005	20
100040	51976.1	59834.1	200007	5
100041	65544	7047.95	200012	54
100042	116666	114328	200003	9
100043	115071	111995	200010	4
100044	109565	33329.8	200012	5
100045	183814	124129	200008	1
100046	79781	157416	200004	5
100047	182352	129741	200003	15
100048	86698.9	30294.7	200011	29
100049	202130	163658	200009	21
100050	204113	6620.71	200005	3
100051	62871.4	3758.31	200011	13
100052	80325.4	157592	200004	4
100053	56587.7	162686	200002	41
100054	51191.9	47345.9	200007	54
100055	82669.4	129526	200002	26
100056	130002	8739.52	200012	40
100057	93414.6	54788	200007	5
100058	82918	147660	200006	48
100059	158007	152907	200001	46
100060	52716.6	78802.4	200007	3
100061	26372.5	20256.6	200007	4
100062	197636	177329	200009	62
100063	96280.2	56056.2	200007	3
100064	65364.8	128762	200002	13
100065	209115	180785	200001	40
100066	102588	108951	200006	33
100067	72593.2	9024.4	200011	5
100068	88408.6	125471	200002	39
100069	121571	95260	200006	22
100070	107348	48737.6	200012	3
100071	168007	138942	200003	43
100072	27999.6	36020.1	200011	4
100073	199784	39010.2	200005	22
100074	207339	157114	200009	9
100075	12902.6	4705.98	200011	46
100076	135403	13768.4	200012	1
100077	209781	193064	200009	5
100078	177003	176374	200009	1
100079	133894	48995.4	200012	2
100080	190238	89664	200008	32
100081	182572	127929	200003	35
100082	131493	107012	200003	4
100083	83470	127609	200002	5
100084	156948	160537	200009	3
100085	76016	13071.8	200012	42
100086	170780	30452.4	200005	27
100087	195156	10759.6	200005	10
100088	125625	180151	200001	22
100089	9240.5	65862.5	200007	2
100090	39141.5	85460.6	200007	2
100091	143670	99370.4	200008	1
100092	62676.5	70420.8	200007	3
100093	209690	21000	200005	4
100094	32064.8	160686	200004	1
100095	155584	22863.2	200012	1
100096	100092	97228.3	200010	10
100097	177791	95874.2	200008	2
100098	52628.9	139309	200004	17
100099	168229	97438.8	200003	1
100100	71183.7	154119	200002	27
100101	184654	28009.4	200005	3
100102	13156	49672.7	200007	4
100103	150706	151798	200003	5
100104	143911	166380	200003	4
100105	105796	167137	200001	33
100106	167702	104996	200003	4
100107	195172	194799	200009	3
100108	185266	10627.8	200005	11
100109	119874	8993.38	200012	3
100110	65850.2	181280	200004	3
100111	149210	171111	200010	3
100112	131289	139293	200010	5
100113	202479	113827	200003	21
100114	47662.9	21841.4	200011	39
100115	51701.3	172386	200004	3
100116	187186	94431.7	200008	26
100117	164341	122762	200003	3
100118	14393.6	19472.9	200011	1
100119	102801	147001	200002	9
100120	89631.8	40330.9	200011	27
100121	132379	40226.3	200012	5
100122	106829	17246.4	200012	31
100123	22743.5	5992.49	200011	3
100124	40187.5	31940.6	200011	5
100125	188353	135631	200009	37
100126	186681	94259.4	200008	13
100127	104442	124997	200010	1
100128	155102	131250	200010	1
100129	147187	140251	200003	11
100130	176990	118469	200003	1
100131	177416	203226	200001	2
100132	183609	43973.8	200008	4
100133	153531	166800	200003	4
100134	79112.4	95499.2	200006	24
100135	101761	107649	200010	36
100136	141972	125435	200010	4
100137	80538.9	139346	200002	16
100138	73589.4	159513	200002	6
100139	43948.8	160626	200004	4
100140	84044.7	134067	200002	26
100141	31446.1	23951.5	200011	21
100142	73017.7	155193	200004	2
100143	84027.6	116115	200002	28
100144	26979.6	67498.1	200007	34
100145	102947	135116	200002	28
100146	73880	184711	200004	8
100147	61577.7	203264	200004	5
100148	94856.2	87741.3	200006	3
100149	109380	150149	200002	31
100150	44443	20221.4	200011	2
100151	86319.3	83183.4	200006	1
100152	98002.2	156989	200004	2
100153	165937	111310	200010	1
100154	82606.1	123505	200002	2
100155	192203	15093.3	200005	9
100156	52439.8	10875.5	200007	66
100157	137797	193822	200001	3
100158	207476	150134	200009	35
100159	104433	88638.9	200006	9
100160	197875	31107	200005	32
100161	100076	128077	200002	7
100162	84881.3	128848	200002	11
100163	144306	21217.2	200012	22
100164	74760.2	159377	200004	3
100165	114714	104765	200006	26
100166	199922	118428	200003	33
100167	91266.1	8883.21	200011	2
100168	188007	110832	200003	19
100169	78859.3	116056	200002	13
100170	47771	39592.3	200011	4
100171	188953	181669	200001	5
100172	145225	8407.4	200012	1
100173	205292	189288	200009	33
100174	184141	94777.8	200008	4
100175	117596	118010	200003	1
100176	181572	153829	200003	26
100177	93813.8	98036.5	200002	2
100178	198550	1599.63	200005	1
100179	166653	92333.7	200003	5
100180	165342	125532	200003	29
100181	191613	96465.5	200008	3
100182	121528	160492	200001	5
100183	58953.9	4190.66	200007	4
100184	53497.8	19951.5	200011	2
100185	75917.7	43061.4	200011	4
100186	77248.7	143403	200002	3
100187	41699.4	117724	200002	1
100188	97963.6	42720.3	200006	66
100189	150503	122957	200010	1
100190	204027	62385.9	200005	34
100191	140959	12917.7	200012	5
100192	118108	83358	200006	18
100193	20050.7	27111.9	200007	15
100194	156897	103303	200003	6
100195	188594	58581.5	200008	12
100196	183415	156644	200003	12
100197	118374	54069.5	200012	21
100198	176810	154673	200001	12
100199	136120	114311	200003	10
100200	193150	146306	200008	5
100201	109809	108280	200002	42
100202	157570	114911	200008	1
100203	76686.1	8578.18	200012	1
100204	146442	2032.67	200012	17
100205	176105	121044	200008	11
100206	83575.6	126321	200002	6
100207	198930	82678.2	200008	5
100208	158619	101767	200003	5
100209	180236	206400	200001	27
100210	185731	97938.9	200008	18
100211	196826	94897.2	200008	4
100212	74358.4	135959	200010	2
100213	168996	169204	200009	21
100214	102271	126395	200003	4
100215	146787	99275.3	200010	4
100216	152868	2096.75	200012	4
100217	127189	75554	200010	1
100218	82868.1	36083.4	200007	5
100219	204459	106577	200003	31
100220	73065.2	119480	200006	66
100221	195536	19722.8	200005	53
100222	194695	119748	200008	3
100223	128121	130712	200010	8
100224	186386	22747.7	200005	35
100225	77707.7	61968.9	200006	60
100226	188258	28499.3	200005	1
100227	135572	3467.09	200012	4
100228	142574	150221	200003	53
100229	32759	15991	200011	5
100230	63632.6	148945	200004	5
100231	164187	151541	200010	3
100232	185464	178925	200001	1
100233	70128.1	81210.3	200002	5
100234	88046.9	141051	200002	2
100235	183233	183033	200009	2
100236	185778	99446.4	200008	5
100237	155091	162150	200010	24
100238	84298.8	176684	200004	23
100239	106507	167782	200004	4
100240	130830	131250	200010	1
100241	198684	55967.6	200008	1
100242	208918	204129	200009	7
100243	39935.4	15826.7	200007	2
100244	63384.1	130878	200002	21
100245	81464.6	33842.8	200011	3
100246	154991	7555.05	200012	3
100247	174494	3111.87	200012	2
100248	183473	150198	200001	10
100249	66124	34169.5	200011	66
100250	69321.7	122521	200006	2
100251	181059	176869	200001	4
100252	87487.1	91960.5	200006	4
100253	161148	100862	200008	34
100254	127142	93742.1	200006	20
100255	127604	136734	200010	25
100256	77741	72320.1	200006	37
100257	59478	9485.67	200011	7
100258	77481.6	145616	200002	4
100259	85053	116012	200010	4
100260	85174.8	86613.5	200006	41
100261	63041.4	166319	200002	10
100262	114602	97741.6	200002	28
100263	139199	106477	200003	11
100264	154823	122078	200003	2
100265	126280	4732.32	200012	40
100266	199940	169688	200009	1
100267	188587	48556.5	200005	1
100268	127107	116461	200010	12
100269	194762	22497.9	200005	5
100270	104975	11588.5	200012	14
100271	102904	180481	200004	1
100272	90100.7	92241.8	200006	5
100273	187715	111440	200009	3
100274	117293	3788.24	200012	2
100275	206641	11566.2	200005	37
100276	81746.5	151946	200002	35
100277	190779	165358	200009	5
100278	33948.1	1803.28	200011	7
100279	132883	38668.9	200012	4
100280	81508.2	4390.36	200012	20
100281	147596	145919	200001	1
100282	146609	147665	200010	8
100283	183571	121852	200008	38
100284	129278	180264	200001	5
100285	182159	154437	200009	40
100286	46524.3	58778	200007	19
100287	188249	1678.32	200005	18
100288	194107	102388	200009	38
100289	198727	15136.3	200005	18
100290	119589	95048.6	200006	3
100291	164551	9389.71	200005	5
100292	69808.1	189379	200004	10
100293	137335	146753	200003	12
100294	100402	171753	200002	14
100295	121568	136936	200010	38
100296	50975.1	31739.2	200011	1
100297	210649	5906.37	200005	35
100298	31347.5	42079.3	200007	5
100299	86544.9	92822.5	200006	11
100300	87182.2	125803	200002	5
100301	129424	143612	200001	1
100302	137751	127746	200010	4
100303	96951.2	27988.5	200012	2
100304	125836	123677	200010	15
100305	129785	173568	200001	1
100306	113421	155855	200010	23
100307	85885.6	90653.6	200006	3
