"bus_id","start_loc","end_loc","action","start_time","end_time"
1,900001,100021,"deadhead",08:06:43.048,08:21:52.617
1,100021,100021,"pickup",08:21:52.617,08:22:27.617
1,100021,100029,"travel",08:22:27.617,08:25:28.079
1,100029,100029,"pickup",08:25:28.079,08:26:08.079
1,100029,102917,"travel",08:26:08.079,08:32:26.9
1,102917,102917,"pickup",08:32:26.9,08:33:01.9
1,102917,100010,"travel",08:33:01.9,08:35:10.919
1,100010,100010,"pickup",08:35:10.919,08:35:45.919
1,100010,100002,"travel",08:35:45.919,08:42:24.53
1,100002,100002,"pickup",08:42:24.53,08:42:59.53
1,100002,100025,"travel",08:42:59.53,08:49:55.616
1,100025,100025,"pickup",08:49:55.616,08:50:30.616
1,100025,100026,"travel",08:50:30.616,08:58:16.309
1,100026,100026,"pickup",08:58:16.309,08:58:51.309
1,100026,102915,"travel",08:58:51.309,09:01:56.167
1,102915,102915,"pickup",09:01:56.167,09:02:31.167
1,102915,100028,"travel",09:02:31.167,09:06:14.08
1,100028,100028,"pickup",09:06:14.08,09:07:04.08
1,100028,100022,"travel",09:07:04.08,09:07:44.351
1,100022,100022,"pickup",09:07:44.351,09:08:24.351
1,100022,102919,"travel",09:08:24.351,09:08:24.949
1,102919,102919,"pickup",09:08:24.949,09:08:59.949
1,102919,102912,"travel",09:08:59.949,09:13:33.802
1,102912,102912,"pickup",09:13:33.802,09:14:08.802
1,102912,200001,"travel",09:14:08.802,09:20:00
1,200001,200001,"dropoff",09:20:00,09:30:00
1,200001,900001,"deadhead",09:30:00,09:57:38.249
2,900001,100192,"deadhead",06:40:43.328,06:57:46.42
2,100192,100192,"pickup",06:57:46.42,06:58:21.42
2,100192,102971,"travel",06:58:21.42,06:58:42.418
2,102971,102971,"pickup",06:58:42.418,06:59:17.418
2,102971,100191,"travel",06:59:17.418,07:00:20.28
2,100191,100191,"pickup",07:00:20.28,07:00:55.28
2,100191,102970,"travel",07:00:55.28,07:01:13.159
2,102970,102970,"pickup",07:01:13.159,07:01:48.159
2,102970,100193,"travel",07:01:48.159,07:02:18.737
2,100193,100193,"pickup",07:02:18.737,07:02:53.737
2,100193,102969,"travel",07:02:53.737,07:06:31.115
2,102969,102969,"pickup",07:06:31.115,07:07:06.115
2,102969,100194,"travel",07:07:06.115,07:08:01.188
2,100194,100194,"pickup",07:08:01.188,07:08:36.188
2,100194,100190,"travel",07:08:36.188,07:11:37.964
2,100190,100190,"pickup",07:11:37.964,07:12:17.964
2,100190,102967,"travel",07:12:17.964,07:12:54.574
2,102967,102967,"pickup",07:12:54.574,07:13:29.574
2,102967,100189,"travel",07:13:29.574,07:13:49.653
2,100189,100189,"pickup",07:13:49.653,07:14:24.653
2,100189,102968,"travel",07:14:24.653,07:15:12.99
2,102968,102968,"pickup",07:15:12.99,07:15:47.99
2,102968,102966,"travel",07:15:47.99,07:17:36.06
2,102966,102966,"pickup",07:17:36.06,07:18:11.06
2,102966,200004,"travel",07:18:11.06,07:20:00
2,200004,200004,"dropoff",07:20:00,07:30:00
2,200004,200004,"wait",07:30:00,07:46:46.033
2,200004,101032,"deadhead",07:46:46.033,08:21:09.573
2,101032,101032,"pickup",08:21:09.573,08:21:44.573
2,101032,101014,"travel",08:21:44.573,08:22:40.602
2,101014,101014,"pickup",08:22:40.602,08:23:20.602
2,101014,100903,"travel",08:23:20.602,08:26:59.216
2,100903,100903,"pickup",08:26:59.216,08:27:34.216
2,100903,100867,"travel",08:27:34.216,08:30:55.707
2,100867,100867,"pickup",08:30:55.707,08:31:30.707
2,100867,100898,"travel",08:31:30.707,08:32:38.569
2,100898,100898,"pickup",08:32:38.569,08:33:13.569
2,100898,103222,"travel",08:33:13.569,08:33:57.531
2,103222,103222,"pickup",08:33:57.531,08:34:32.531
2,103222,100866,"travel",08:34:32.531,08:35:00.79
2,100866,100866,"pickup",08:35:00.79,08:35:35.79
2,100866,103238,"travel",08:35:35.79,08:36:46.985
2,103238,103238,"pickup",08:36:46.985,08:37:21.985
2,103238,103237,"travel",08:37:21.985,08:37:43.802
2,103237,103237,"pickup",08:37:43.802,08:38:18.802
2,103237,100865,"travel",08:38:18.802,08:39:08.818
2,100865,100865,"pickup",08:39:08.818,08:39:43.818
2,100865,100964,"travel",08:39:43.818,08:46:17.645
2,100964,100964,"pickup",08:46:17.645,08:46:52.645
2,100964,101015,"travel",08:46:52.645,08:49:39.264
2,101015,101015,"pickup",08:49:39.264,08:50:14.264
2,101015,100835,"travel",08:50:14.264,08:53:04.449
2,100835,100835,"pickup",08:53:04.449,08:53:44.449
2,100835,100869,"travel",08:53:44.449,08:56:16.809
2,100869,100869,"pickup",08:56:16.809,08:56:51.809
2,100869,100870,"travel",08:56:51.809,08:58:45.915
2,100870,100870,"pickup",08:58:45.915,08:59:20.915
