"bus_id","start_loc","end_loc","action","start_time","end_time"
1,900001,100163,"deadhead",08:00:31.163,08:26:43.695
1,100163,100163,"pickup",08:26:43.695,08:27:23.695
1,100163,100166,"travel",08:27:23.695,08:33:03.174
1,100166,100166,"pickup",08:33:03.174,08:33:38.174
1,100166,102947,"travel",08:33:38.174,08:33:54.716
1,102947,102947,"pickup",08:33:54.716,08:34:29.716
1,102947,100188,"travel",08:34:29.716,08:35:19.219
1,100188,100188,"pickup",08:35:19.219,08:35:54.219
1,100188,100131,"travel",08:35:54.219,08:36:24.741
1,100131,100131,"pickup",08:36:24.741,08:37:04.741
1,100131,100187,"travel",08:37:04.741,08:39:52.035
1,100187,100187,"pickup",08:39:52.035,08:40:27.035
1,100187,102954,"travel",08:40:27.035,08:41:36.817
1,102954,102954,"pickup",08:41:36.817,08:42:11.817
1,102954,102953,"travel",08:42:11.817,08:42:48.96
1,102953,102953,"pickup",08:42:48.96,08:43:23.96
1,102953,100167,"travel",08:43:23.96,08:43:45.383
1,100167,100167,"pickup",08:43:45.383,08:44:20.383
1,100167,102955,"travel",08:44:20.383,08:44:59.334
1,102955,102955,"pickup",08:44:59.334,08:45:34.334
1,102955,100168,"travel",08:45:34.334,08:45:39.897
1,100168,100168,"pickup",08:45:39.897,08:46:14.897
1,100168,100156,"travel",08:46:14.897,08:50:12.183
1,100156,100156,"pickup",08:50:12.183,08:50:47.183
1,100156,100146,"travel",08:50:47.183,08:54:18.192
1,100146,100146,"pickup",08:54:18.192,08:54:58.192
1,100146,100176,"travel",08:54:58.192,08:55:50.383
1,100176,100176,"pickup",08:55:50.383,08:56:25.383
1,100176,100137,"travel",08:56:25.383,08:58:28.788
1,100137,100137,"pickup",08:58:28.788,08:59:03.788
1,100137,102961,"travel",08:59:03.788,08:59:16.573
1,102961,102961,"pickup",08:59:16.573,08:59:51.573
1,102961,100141,"travel",08:59:51.573,09:00:34.804
1,100141,100141,"pickup",09:00:34.804,09:01:14.804
1,100141,100179,"travel",09:01:14.804,09:01:42.342
1,100179,100179,"pickup",09:01:42.342,09:02:27.342
1,100179,100175,"travel",09:02:27.342,09:03:23.738
1,100175,100175,"pickup",09:03:23.738,09:03:58.738
1,100175,102960,"travel",09:03:58.738,09:04:25
1,102960,102960,"pickup",09:04:25,09:05:00
1,102960,102959,"travel",09:05:00,09:05:15.899
1,102959,102959,"pickup",09:05:15.899,09:05:50.899
1,102959,100144,"travel",09:05:50.899,09:06:43.619
1,100144,100144,"pickup",09:06:43.619,09:07:18.619
1,100144,100143,"travel",09:07:18.619,09:08:27.148
1,100143,100143,"pickup",09:08:27.148,09:09:07.148
1,100143,100181,"travel",09:09:07.148,09:09:31.335
1,100181,100181,"pickup",09:09:31.335,09:10:06.335
1,100181,102958,"travel",09:10:06.335,09:10:43.929
