ID	X_COORD	Y_COORD	EP_ID	STUDENT_COUNT
100001	40318.3	99793.5	200001	4
100002	38397.8	27640	200002	62
100003	1171.54	210951	200003	2
100004	89370	29281.3	200004	4
100005	124908	23890.6	200005	4
100006	49636.8	186771	200006	37
100007	89282.3	38056.3	200007	5
100008	205231	159064	200008	4
100009	105900	192501	200009	10
100010	77567.5	159532	200010	6
100011	6372.77	37263.8	200011	66
100012	20259.5	12293.1	200012	38
100013	167354	189980	200013	4
100014	120868	17487.3	200014	1
100015	54317.8	34691.5	200015	6
100016	17463.4	162598	200016	19
100017	121475	5682.41	200017	11
100018	23425.7	40094.6	200018	5
100019	23901.3	28480.7	200019	2
100020	136631	1373.95	200020	4
100021	176317	182407	200021	5
100022	134943	34923.6	200022	2
100023	79990.8	101885	200023	21
100024	134087	189963	200024	31
100025	39822.8	48144.6	200025	3
100026	41740.7	165597	200026	22
100027	107356	12494.3	200027	36
100028	85908	204365	200028	1
100029	161258	195129	200029	6
100030	5662.9	186182	200030	5
100031	115333	45202.4	200031	36
100032	54187.1	145941	200032	4
100033	43924.4	172215	200033	3
100034	60856.5	33463.3	200034	18
100035	74262.6	184165	200035	11
100036	198811	166888	200036	3
100037	203799	108750	200037	19
100038	50601.6	116776	200038	2
100039	209118	89224.8	200039	5
100040	55695.8	50019.7	200040	18
100041	21898.4	116785	200041	24
100042	24293.5	181132	200042	25
100043	79314.7	18285	200043	3
100044	37612.4	182134	200044	5
100045	58245.4	180558	200045	3
100046	204926	195082	200046	1
100047	51564.8	133276	200047	43
100048	18011.3	192667	200048	2
100049	66942.6	54870.3	200049	34
100050	101923	182566	200050	3
100051	61760.3	147894	200003	5
100052	168042	156745	200008	41
100053	60720.5	113612	200040	31
100054	122549	48030.2	200043	19
100055	43686.6	98955.8	200011	6
100056	7474.53	211019	200003	9
100057	109337	129029	200023	3
100058	137989	63430.3	200043	13
100059	154785	137418	200037	31
100060	136700	188444	200024	5
100061	45183.1	141783	200038	3
100062	154080	31360.8	200022	11
100063	143041	138133	200050	7
100064	128376	64545.3	200043	52
100065	61340.1	154160	200023	5
100066	67624.1	141802	200047	1
100067	76580	140446	200047	3
100068	39413.3	204607	200026	5
100069	162386	86039.5	200039	5
100070	24181.2	113432	200047	2
100071	174624	178954	200021	6
100072	100633	175524	200048	32
100073	4356	128021	200003	20
100074	31455.9	51620.6	200034	66
100075	99651.5	181842	200028	31
100076	108537	38193.3	200004	3
100077	183244	160146	200046	16
100078	113924	9121.78	200007	23
100079	85011.9	141368	200010	13
100080	203484	160014	200013	5
100081	82067.2	199172	200009	5
100082	109874	135050	200047	11
100083	65791.9	97878.5	200049	16
100084	110696	37698.3	200043	1
100085	27568.5	183368	200006	40
100086	129836	153418	200024	30
100087	34690.4	8609.95	200012	5
100088	46376.9	28698.7	200049	16
100089	31921.3	45018.8	200025	2
100090	85799.7	3011.84	200005	26
100091	141279	164001	200050	5
100092	105824	17016	200017	5
100093	203935	144923	200008	10
100094	90650.7	87648.6	200040	32
100095	139410	45050.4	200020	7
100096	111070	82051	200031	19
100097	15491.9	178983	200009	3
100098	105781	59137.4	200017	3
100099	76243.4	171195	200026	14
100100	129935	8041.1	200027	4
100101	124001	107253	200022	3
100102	121812	132985	200050	2
100103	72422.9	195605	200038	61
100104	46219.3	159912	200041	19
100105	135798	54847.4	200007	3
100106	54288.6	30953	200040	2
100107	185660	133226	200037	2
100108	89113.7	59810.6	200015	4
100109	84073	81289.4	200049	2
100110	100812	47118.3	200007	12
100111	68464.4	128624	200023	34
100112	122779	75434.2	200049	2
100113	101156	123430	200023	10
100114	149160	0.11	200004	2
100115	107400	185092	200030	12
100116	57866	163354	200009	4
100117	131138	5233.72	200007	2
100118	140511	43928.2	200031	3
100119	28546	186331	200042	1
100120	89144.9	121608	200041	2
100121	150986	51531.4	200007	4
100122	91637.9	36038	200027	15
100123	111474	25485.6	200007	66
100124	61639.2	103092	200047	1
100125	42032.3	125417	200038	27
100126	197171	133919	200021	25
100127	7933.44	204106	200035	25
100128	151063	35341.1	200022	55
100129	98766.5	38106.4	200005	8
100130	190377	91757	200037	16
100131	53377.1	157697	200023	18
100132	27645.8	153819	200038	3
100133	120801	181553	200050	3
100134	161712	154827	200008	5
100135	58837.9	82815.4	200025	5
100136	58675.3	124278	200038	17
100137	198783	169494	200036	5
100138	106654	32081	200015	3
100139	180378	161067	200008	12
100140	104176	39164.5	200031	4
100141	25647.1	154468	200026	38
100142	119254	18312.6	200022	4
100143	62017.9	146816	200047	1
100144	194597	104830	200037	33
100145	9622.04	180613	200030	1
100146	76943.6	97121.1	200040	2
100147	25489	210033	200045	2
100148	98715.7	47912.1	200040	46
100149	205168	100618	200039	21
100150	192384	97133.2	200037	3
100151	187726	142795	200039	18
100152	80987.8	33181.5	200007	1
100153	33366.5	162918	200006	4
100154	73735.7	163283	200047	4
100155	196465	100810	200039	25
100156	56642.1	109210	200019	1
100157	72101.6	159016	200047	13
100158	131970	196684	200024	52
100159	125644	32786.2	200020	2
100160	54838.2	12841	200002	30
100161	30858	5515.73	200034	10
100162	65955.6	173160	200010	5
100163	120302	170929	200050	9
100164	104500	131235	200010	35
100165	5364.2	140159	200047	2
100166	103748	52261.8	200022	18
100167	69675.1	118020	200025	19
100168	31576.2	50710.2	200018	33
100169	14935.8	177540	200016	4
100170	179600	203054	200008	4
100171	55470.1	201462	200028	2
100172	24472.2	181589	200035	1
100173	132390	35420.8	200007	44
100174	56308.6	148404	200016	4
100175	132973	4209.95	200005	41
100176	53416.7	179304	200044	4
100177	85169.6	173255	200045	41
100178	197816	88790.9	200039	5
100179	194469	197572	200036	22
100180	12958.3	123032	200047	19
100181	95409.8	178193	200006	5
100182	514.22	199426	200028	5
100183	63252.4	174751	200024	5
100184	111761	195864	200024	4
100185	102295	33433.3	200007	18
100186	193052	150333	200029	5
100187	186505	74431.2	200039	65
100188	59197.6	162688	200028	3
100189	36241.3	148387	200010	38
100190	133271	147028	200050	58
100191	70765.6	167357	200030	11
100192	121058	143724	200024	27
100193	177449	142399	200008	1
100194	95148.1	45350.5	200040	2
100195	108200	32623.9	200031	9
100196	181641	2836.47	200005	3
100197	40231.1	174652	200006	2
100198	82337.4	40411.4	200025	3
100199	51485.5	125028	200047	3
100200	18265.9	21432.6	200018	3
100201	114728	175095	200024	2
100202	210329	147625	200008	23
100203	194874	61157.6	200039	1
100204	176711	51304.5	200022	19
100205	41988.1	3456.77	200017	3
100206	71161	173570	200047	4
100207	166650	69600.6	200039	44
100208	182922	136512	200039	5
100209	88281.6	94858.7	200025	4
100210	3954.95	133531	200032	5
100211	116551	210985	200024	25
100212	84200.3	33355.2	200014	2
100213	79730.1	153190	200042	5
100214	207453	106914	200039	17
100215	133896	90876	200022	21
100216	88408.9	166776	200006	29
100217	119172	94158.6	200022	3
100218	45735.8	199107	200035	1
100219	19303.1	145198	200001	5
100220	64147.1	124119	200040	32
100221	77490.1	194261	200010	15
100222	2600.61	185792	200042	5
100223	148830	42647.4	200007	2
100224	127345	23606.5	200020	4
100225	136176	4234.33	200020	7
100226	126612	27984.3	200005	32
100227	66852.8	129947	200038	5
100228	122043	144583	200050	2
100229	120640	45627.1	200031	5
100230	168829	146282	200037	3
100231	88971.6	192575	200038	4
100232	200245	128419	200046	15
100233	93644.6	177182	200042	3
100234	88453.3	109053	200001	1
100235	162357	25137.3	200007	32
100236	193922	95085.4	200039	1
100237	125813	27540	200027	14
100238	176056	2320.22	200020	29
100239	95220.3	100079	200040	33
100240	42702.6	47313.1	200011	27
100241	71800.3	31496.1	200002	23
100242	105931	154305	200038	54
100243	22862.6	144335	200048	5
100244	41463.3	143691	200032	4
100245	63595.9	54409.9	200025	29
100246	62936.6	126945	200038	6
100247	67428.9	104376	200023	41
100248	42391.9	81510.7	200019	39
100249	68653.9	170166	200023	1
100250	9509.93	188183	200009	8
100251	26144.7	131137	200001	23
100252	79278.4	38276.2	200034	5
100253	96185.5	45627.8	200007	26
100254	43819.3	129288	200032	3
100255	55775.2	47177.1	200025	1
100256	17901.8	28743.4	200011	5
100257	61258.3	188040	200026	31
100258	89349.3	70444.7	200025	17
100259	152011	73166	200031	5
100260	205557	85204.1	200039	29
100261	108325	140514	200010	2
100262	15893.8	140567	200003	33
100263	57961.3	161233	200044	38
100264	76367.8	124220	200023	22
100265	83740.7	40596.4	200017	4
100266	18639	159097	200032	9
100267	165754	170530	200024	1
100268	1565.89	105026	200019	1
100269	72944.1	156818	200047	2
100270	74728.5	54471.2	200002	1
100271	162585	8943.24	200007	35
100272	63532.3	125341	200023	17
100273	1688.54	183850	200028	6
100274	194244	150028	200021	19
100275	123959	2361.74	200005	9
100276	88817.3	123396	200038	4
100277	72407.5	117099	200025	5
100278	90679.3	69564.8	200022	14
100279	210526	100945	200039	2
100280	23305.4	138004	200032	27
100281	75840.1	78657.1	200034	2
100282	143621	40170.8	200031	4
100283	169589	41428.1	200007	26
100284	160518	194048	200036	2
100285	79733.6	166202	200024	1
100286	41886.6	17768.9	200014	4
100287	88483.9	90196.1	200049	5
100288	206998	150232	200039	1
100289	73753.4	26280.7	200027	2
100290	115548	73216.8	200031	51
100291	159923	180418	200046	11
100292	92447.1	56616.3	200025	16
100293	57137	163555	200035	5
100294	54849.7	188708	200035	1
100295	98059.6	140980	200050	1
100296	60439	189807	200038	14
100297	74427.1	8282.73	200020	3
100298	38079.3	172864	200009	4
100299	36990.4	126027	200048	41
100300	195663	163835	200046	5
100301	44107.9	162688	200006	2
100302	69016.5	141368	200038	2
100303	43093.4	204927	200028	29
100304	107164	19154.4	200043	6
100305	85395.4	140015	200038	41
100306	41057	133405	200041	3
100307	76950.9	143459	200041	4
100308	88784.4	189729	200045	5
100309	138184	3065.71	200022	37
100310	61040.6	91117.2	200049	5
100311	61081.6	184302	200009	5
100312	30485	158721	200001	38
100313	115495	73672.4	200031	2
100314	97946.7	53042.7	200043	66
100315	59673	131904	200033	5
100316	140195	26657.9	200022	3
100317	79027.6	119003	200023	5
100318	68194.8	165463	200006	1
100319	107206	52123.9	200007	35
100320	148679	31723.2	200031	5
100321	122542	35552.3	200043	2
100322	157786	110346	200039	1
100323	50209.3	148563	200023	4
100324	137144	195282	200024	34
100325	48208.9	141430	200032	14
100326	134225	56221.2	200020	15
100327	203993	130186	200036	19
100328	47477.7	136258	200041	3
100329	104771	30712.8	200004	4
100330	31200.5	168427	200042	5
100331	164308	17695.5	200043	39
100332	63827.7	113135	200010	5
100333	154984	35151.5	200031	10
100334	196385	112930	200037	34
100335	185799	143138	200008	2
100336	130286	65387.3	200031	26
100337	38803.4	71198.4	200025	12
100338	42686.2	114089	200033	5
100339	102922	65923.5	200025	4
100340	24976.2	98807.1	200023	5
100341	191488	100921	200037	37
100342	205788	129435	200013	3
100343	54924.4	104081	200019	1
100344	57476.4	153979	200023	4
100345	59771.8	118139	200047	18
100346	8420.93	123500	200011	6
100347	93708.4	44606.4	200022	4
100348	33727.1	82711.3	200034	1
100349	148703	16477.7	200007	8
100350	77230.7	35549.9	200049	20
100351	102136	64102.2	200017	39
100352	94549.7	180905	200033	22
100353	110263	25295	200020	3
100354	97788.6	197107	200009	5
100355	180145	201782	200029	15
100356	83195.2	161116	200042	34
100357	94622.3	175819	200042	5
100358	209643	157549	200021	21
100359	71505	112139	200025	4
100360	47385.4	176497	200016	28
100361	163381	167219	200046	4
100362	113524	50568.7	200004	51
100363	5600.46	198991	200003	5
100364	135475	88785.4	200022	5
100365	123368	62999.6	200007	3
100366	58097.6	97932.3	200040	18
100367	69696.6	208606	200030	4
100368	196881	108731	200037	4
100369	124224	52867.3	200007	5
100370	66095.1	38118.4	200002	27
100371	169775	24347.5	200020	3
100372	145795	38257.9	200022	4
100373	161065	17603.3	200005	1
100374	60471.9	154301	200045	2
100375	68431.9	57515.2	200022	43
100376	82638.7	156802	200026	5
100377	25492.6	123710	200016	3
100378	170827	13504	200005	1
100379	62765.5	116382	200040	30
100380	164928	36194.9	200043	5
100381	148795	16034.3	200007	14
100382	207427	167806	200036	26
100383	49211.6	155201	200016	39
100384	90147.3	128032	200050	21
100385	81597.3	188681	200033	2
100386	43422	51813.5	200011	34
100387	75471.4	192636	200035	1
100388	165281	17094.4	200020	2
100389	159454	8697.67	200020	25
100390	43215.4	187402	200028	2
100391	44086.5	73175.7	200040	45
100392	66209.9	169535	200042	4
100393	104317	36716.9	200020	1
100394	27062.1	163953	200035	7
100395	43277	144759	200030	25
100396	115529	145721	200041	1
100397	168807	9067.25	200005	1
100398	177239	149720	200021	5
100399	90877.6	126885	200050	2
100400	119207	66726.9	200007	39
100401	138774	15985.9	200031	4
100402	61092.9	84868.2	200001	3
100403	138669	4408	200007	24
100404	62782.3	189256	200006	5
100405	57857.7	94191.4	200023	2
100406	34382	177507	200006	30
100407	58187.1	12064.6	200017	1
100408	17456.6	129508	200003	4
100409	93004.6	182522	200028	3
100410	41441.5	204681	200035	28
100411	85355.2	105300	200025	3
100412	160480	121357	200039	16
100413	100903	56584.1	200022	5
100414	113037	121220	200041	2
100415	161968	28803.1	200020	60
100416	54345.6	116666	200032	23
100417	161873	2008.1	200020	5
100418	66797.8	104163	200010	4
100419	200489	135296	200029	2
100420	89275.1	23925.6	200002	39
100421	42308.4	130755	200016	2
100422	117367	94925.9	200031	3
100423	151030	138993	200037	2
100424	124482	146666	200024	28
100425	102029	48962	200025	1
100426	113066	124390	200038	4
100427	47662.9	120390	200042	3
100428	17679.2	134627	200044	1
100429	60972.6	91603.4	200019	17
100430	202279	137287	200013	5
100431	55065.1	182079	200038	15
100432	122937	36853.3	200022	28
100433	74311.7	162183	200050	17
100434	60573.3	103552	200019	29
100435	111925	26125.5	200004	2
100436	63283.4	42534	200027	59
100437	164515	51673.9	200022	14
100438	169395	110972	200039	2
